,P/FCF ratio,EV/EBITDA,Intangible Assets out of Total Assets,Average Days of Receivables,EV/Sales,Capex to Sales,Free Cash Flow,"Selling, General and Administrative Expense of Revenue",Net Profit Margin,Cash per Share,P/S ratio,P/B ratio,Capital Expenditures,ROE,Graham Number,Interest Debt per Share,Operating CF per Share,Average Days of Payables,Debt/Equity,Operating CF/Net income,Revenue per Share,Graham Net Nets,ROIC,Research and Development Expense of Revenue,Working Capital,EV/EBIT,Capex per Share,Free Cash Flow Yield,Average Payables,Debt/Assets,Shareholders Equity per Share,Depreciation/Fixed assets,Average Receivables,Inventory Turnover,ROA,Quick Ratio,Net Debt/EBITDA,EV/Operating CF,Share Based Compensation of Revenue,P/E ratio,Net Current Asset Value,Average Inventory,Accounts Payable Turnover,Asset Turnover,Interest Coverage,Book value per Share,Cash ROIC,Current Ratio,Accounts Receivable Turnover,Price to Tangible BV,Average Common Equity,P/Operating CF,EV/FCF,Return on Tangible Assets,Average Assets,Free Cash Flow per Share,Earnings Yield,Days of Inventory on Hand,Capex/Depreciation,year,ticker
3,0.0,11.3394,0.1763,13.3394,0.52,0.002,-705800.0,0.1523,0.0339,0.1675,0.4431,3.247,-163000.0,0.2836,0.6839,0.4017,-0.0202,8.1459,0.9661,-0.1952,3.0465,0.0699,0.1158,0.0,13542500.0,13.1602,-0.0061,-0.0198,2697700.0,0.4005,0.4158,0.3851,1546000.0,6.8244,0.139,1.5614,1.6759,-78.5757,0.0,27.0,2542200.0,9637300.0,24.3795,4.099,0.0,0.4158,-0.0714,3.8161,53.056,5.6501,9803850.0,16.5993,-59.1716,0.1867,20010750.0,-0.0262,0.037,52.7754,-0.3133,2019,ELA
4,49.5204,14.1075,0.018,0.6367,0.2448,0.0035,184100.0,0.161,0.0122,0.054,0.2291,1.472,-191100.0,0.0814,0.0,0.0,0.0139,32.3047,0.0,0.5705,2.0077,0.5482,0.0585,0.0,6789900.0,20.3188,-0.0071,0.0202,4303350.0,0.0,0.3125,0.217,450650.0,4.8333,0.05,0.3362,-1.5497,35.2762,0.0,23.0,6789900.0,9181400.0,10.3121,4.1056,0.0,0.3125,-0.0958,2.4746,119.9518,1.5142,8084650.0,12.5089,52.9214,0.0811,13166350.0,0.0068,0.0435,80.3185,-0.6666,2018,ELA
5,0.0,11.9288,0.0,4.7513,0.4378,0.0061,-128500.0,0.1449,0.0297,0.0473,0.4212,3.3666,-376800.0,0.2692,0.0,0.0001,0.0092,33.6818,0.0003,0.135,2.3031,0.2043,0.1883,0.0,5333300.0,13.8866,-0.014,-0.0049,4944750.0,0.0002,0.2881,0.1897,546350.0,5.6397,0.1402,0.374,-0.5581,109.3144,0.0002,0.0,5333300.0,8990900.0,10.2545,4.7275,0.0,0.2881,-0.1597,1.9594,113.471,3.368,6831050.0,29.1542,-211.2277,0.2618,13113650.0,-0.0048,-0.0412,61.8892,-1.1749,2017,ELA
6,11.8332,0.0,0.0,2.1578,0.374,-0.0221,1451800.0,0.2141,-0.0829,0.1069,0.3555,2.9087,1070200.0,-0.8194,0.0,0.001,0.0289,47.5226,0.0023,-0.0953,3.657,0.2404,-0.4988,0.0,4131700.0,0.0,0.081,0.0845,5449750.0,0.0011,0.4469,0.2424,257750.0,4.2237,-0.2756,0.2424,0.4378,47.3582,0.0021,0.0,4130600.0,9474800.0,7.3432,3.3252,0.0,0.4469,-0.1751,1.5898,187.4941,2.9103,4888850.0,27.1914,12.4479,-0.691,14533350.0,0.1099,-0.2308,85.5897,2.651,2016,ELA
7,0.0,0.0,0.0009,1.3769,0.1019,0.0072,-303200.0,0.183,-0.037,0.1428,0.0665,1.0464,-437100.0,-0.4524,0.0,0.3182,0.0109,40.5635,1.0091,-0.0595,4.9623,-0.155,-0.2032,0.0,1689000.0,0.0,-0.0356,-0.0748,5760400.0,0.2418,0.3154,0.125,566950.0,4.9438,-0.1285,0.1989,-1.5132,46.3397,0.0006,0.0,-628000.0,10354850.0,8.8869,3.4748,0.0,0.3154,-0.4352,1.1695,107.4481,1.0502,4979100.0,6.2286,-20.4646,-0.3772,17531300.0,-0.0247,-0.5758,68.2023,-0.8167,2015,ELA
8,0.0,0.0,0.0015,4.6647,0.2371,0.0022,-1738100.0,0.1791,-0.0639,0.1788,0.2107,2.4487,-155300.0,-0.548,0.0,0.3316,-0.1296,36.6418,0.6655,0.3499,5.7905,0.105,-0.0317,0.0,5484700.0,0.0,-0.0127,-0.1166,5683650.0,0.2142,0.4982,0.0875,533400.0,5.4968,-0.2065,0.3469,-87.615,-10.5957,0.0021,0.0,1565100.0,10568200.0,10.2208,3.2293,0.0,0.4982,-0.4828,1.6161,132.6262,2.4599,8255550.0,58.819,-9.649,-0.4592,21906350.0,-0.1423,-0.3033,70.0214,-0.4068,2014,ELA
9,17.3554,0.0,0.0017,0.6818,0.3304,0.0056,1564500.0,0.1649,-0.0305,0.2166,0.3118,2.6047,-486500.0,-0.2262,0.0,0.3502,0.1684,27.7202,0.409,-0.7713,7.1531,0.0797,-0.0264,0.0,6304300.0,0.0,-0.04,0.0576,4548700.0,0.1712,0.8561,0.0769,440600.0,6.649,-0.1042,0.2709,-10.4164,14.0314,0.0,0.0,2163100.0,10962450.0,16.0241,3.4143,0.0,0.8561,-0.1465,1.6098,197.6757,2.6151,11753900.0,13.2755,18.3947,-0.2441,25509500.0,0.1285,-0.0987,50.0372,-1.3782,2013,ELA
0,0.0,0.0,0.0774,66.8771,3.5886,0.0351,-21667000.0,1.1575,-1.0531,1.0807,8.5053,1.5146,-935000.0,-0.164,0.0,0.0228,-0.1676,1016.1549,0.0189,0.7395,0.2152,0.2262,-1.0238,0.2766,61719000.0,0.0,-0.0076,-1.2865,49083500.0,0.0104,1.2082,0.3174,11222000.0,0.0,-0.0886,1.2346,4.9289,-0.3477,0.0275,0.0,51209000.0,,0.2779,0.0841,0.0,1.2082,-0.1157,1.5498,2.3724,1.7631,170939950.0,-10.9221,-0.328,-0.3785,316424500.0,-0.1751,-0.1311,0.0,-0.2385,2022,TOUR
1,0.0,1.2283,0.1251,95.8341,-0.523,0.0346,-37832000.0,0.7612,-0.285,1.2839,1.7924,0.6233,-2313000.0,-0.0955,0.0,0.0309,-0.2873,549.5082,0.0198,1.8626,0.5412,0.5281,-0.4752,0.1281,77901000.0,1.2283,-0.0187,-2.0683,84186500.0,0.0106,1.5561,0.4417,29023000.0,0.0,-0.0448,1.1475,7.1439,0.1627,0.0214,0.0,63330000.0,,0.475,0.1573,0.0,1.5561,-0.1435,1.5071,2.3052,0.8142,199637950.0,-3.3761,0.1411,-0.2044,425241500.0,-0.306,-0.1546,0.0,-0.3399,2021,TOUR
2,0.0,0.0874,0.0949,214.1147,-0.2604,-0.0627,-196915000.0,3.2899,-2.9049,2.009,3.1477,1.0498,4328000.0,-0.6722,0.0,0.1034,-1.6306,1086.742,0.0617,1.0039,0.5591,0.309,0.0,0.2232,82752000.0,0.0874,0.0351,-1.3775,148313000.0,0.026,1.6765,1.7407,58303500.0,0.0,-0.2789,1.0787,1.3386,0.0737,0.0454,0.0,67110000.0,,0.245,0.096,0.0,1.6765,-0.467,1.3095,1.1836,1.3541,298200450.0,-1.0793,0.0601,-2.0071,718726000.0,-1.5956,-0.9034,0.0,0.1452,2020,TOUR
3,0.0,0.0,0.0604,84.8068,0.1957,0.0537,-34896000.0,0.7333,-0.3065,2.2485,0.9472,0.7968,-17593000.0,-0.2293,0.0,0.2491,-0.1405,399.0519,0.0787,0.1723,2.6603,-0.0286,-0.5458,0.1331,10701000.0,0.0,-0.1428,-1.4236,189172500.0,0.0324,3.1626,1.0875,63338000.0,0.0,-0.1057,0.6556,2.7301,-0.1755,0.0271,0.0,-8864000.0,,0.9112,0.3447,0.0,3.1626,-0.0708,1.0199,5.1729,0.934,437972000.0,-17.9367,-0.1451,-2.3476,950605000.0,-0.2833,-0.3294,0.0,-0.5043,2019,TOUR
4,0.0,0.0,0.0728,56.6282,1.1237,0.0533,21620000.0,0.5649,-0.0839,1.9524,1.8782,1.258,-17372000.0,-0.0526,0.0,0.0,0.3097,447.4532,0.0,-1.4266,2.5876,0.2841,-0.1319,0.1407,189838000.0,0.0,-0.138,-0.834,160460000.0,0.0,3.8633,1.1751,47301500.0,0.0,-0.0277,0.6568,13.1195,-0.8567,0.0307,0.0,173878000.0,,0.9654,0.3296,0.0,3.8633,0.016,1.4207,6.8881,1.4674,519669500.0,15.6942,-0.7174,-0.1259,988476000.0,0.1717,-0.0432,0.0,-0.5425,2018,TOUR
5,0.0,0.0,0.0914,47.7256,1.219,0.0732,-89015000.0,0.6988,-0.3526,4.4625,2.8889,1.7604,-24668000.0,-0.1983,0.0,0.0,-0.5104,303.808,0.0,0.5416,2.6723,0.3204,0.0,0.2469,333216000.0,0.0,-0.1957,-0.5915,128842000.0,0.0,4.3854,1.4554,37894500.0,0.0,-0.1015,1.3512,5.4829,-0.8052,0.045,0.0,311822000.0,,1.2218,0.2877,0.0,4.3854,-0.0781,1.7421,8.891,2.1186,599246000.0,-15.126,-0.7134,-0.3337,1171035000.0,-0.706,-0.1179,0.0,-0.7437,2017,TOUR
6,0.0,0.0,0.0808,7.6243,0.2629,0.0112,-339530000.0,0.2434,-0.2301,5.5706,0.7192,1.6925,-16980000.0,-0.6023,0.0,0.0,-2.5918,32.352,0.0,0.9227,12.2079,0.3733,0.0,0.057,428758000.0,0.0,-0.1364,0.0,122554500.0,0.0,5.1876,1.1898,24609000.0,0.0,-0.2879,1.1114,2.0857,0.0,0.0088,0.0,407874000.0,,11.6598,1.2514,0.0,5.1876,-0.26,1.6573,61.7362,2.0271,580425500.0,-3.3876,0.0,-0.7694,1214066000.0,-2.7283,-0.3303,0.0,-0.5572,2016,TOUR
7,0.0,0.0,0.1186,5.4069,0.7945,0.0203,-103440000.0,0.2014,-0.1909,6.8371,1.263,2.9617,-23978000.0,-0.607,0.0,0.0,-0.9598,38.499,0.0,0.3527,14.256,0.1711,0.0,0.039,269956000.0,0.0,-0.2896,0.0,90066000.0,0.0,6.2238,0.5913,9436500.0,0.0,-0.2934,0.9972,2.6779,0.0,0.0085,0.0,261036000.0,,12.4688,1.5371,0.0,6.2238,-0.0942,1.4613,125.0701,3.977,371153000.0,-19.2045,0.0,-0.7706,767819500.0,-1.2495,-0.1696,0.0,-1.8093,2015,TOUR
8,0.0,1.3776,0.0,0.8905,0.4971,0.0,-43681000.0,0.1681,-0.1267,9.0088,1.051,2.654,9000.0,-0.1945,0.0,0.0,-1.2395,42.2165,0.0,0.6053,16.1627,0.3525,0.0,0.0297,216010000.0,1.3776,0.0003,0.0,90066000.0,0.0,6.441,0.1502,9436500.0,0.0,-0.3386,1.6301,4.263,0.0,0.0,0.0,212420000.0,,5.921,2.6729,0.0,6.441,-0.1016,2.104,60.3741,2.654,371153000.0,-13.7922,0.0,-0.3171,213145000.0,-1.2392,-0.1775,0.0,0.0051,2014,TOUR
9,0.0,0.2487,0.0,0.0,0.2487,0.0,0.0,0.0,-0.0408,0.0,0.2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3871,0.0,0.0,0.0,0.0,0.2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0617,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213145000.0,0.0,-0.3535,0.0,0.0,2013,TOUR
0,0.0,0.0,0.0718,21.9155,0.6643,0.0663,-66934000.0,0.4205,-0.1558,0.5106,0.6719,2.1623,-38161000.0,-0.5512,0.0,0.4569,-0.3518,46.427,0.2089,0.3208,7.0396,-0.2404,-0.1442,0.0152,64144000.0,0.0,-0.4666,-0.173,63096500.0,0.0862,2.1875,0.1279,29998000.0,4.2483,-0.1667,0.7843,0.1927,-13.2911,0.0058,0.0,-92988000.0,85943500.0,5.7865,1.0703,0.0,2.1875,-0.6412,1.6592,19.191,2.6176,162715500.0,227.4043,-5.7135,-0.4466,537901500.0,-0.8185,-0.2199,73.1749,-2.1822,2022,PRPL
1,0.0,0.0,0.0206,12.7811,1.221,0.0786,-87962000.0,0.4288,0.0056,1.3896,1.2047,5.9701,-57059000.0,0.0377,1.871,1.5693,-0.4687,67.4998,0.706,-7.6663,11.0155,-0.3045,-0.0921,0.0096,87488000.0,0.0,-0.8655,-0.1005,74673000.0,0.161,2.2227,0.0841,27270500.0,5.2459,0.0067,0.8242,-0.8537,-28.6934,0.0046,189.5714,-266427000.0,82208000.0,5.7752,1.2132,0.0,2.2227,-0.4201,1.6161,26.6305,6.5613,107041000.0,-28.1896,-10.0806,0.0201,598601000.0,-1.3342,0.0053,83.5283,-6.0233,2021,PRPL
2,30.6727,15.3626,0.0179,16.3855,1.8745,0.0604,42118000.0,0.3515,-0.3653,3.1351,1.9922,19.1273,-39139000.0,-12.1467,3.2345,1.1894,2.0719,73.9771,0.6907,-0.343,16.5346,-0.1998,0.0,0.0092,96863000.0,17.0664,-0.998,0.0326,59917000.0,0.0841,1.7221,0.1285,28901500.0,6.0584,-0.6744,1.1502,-0.9644,14.9595,0.0034,122.0,-258120000.0,56677000.0,5.7308,1.8463,0.0,1.7221,0.0834,1.7327,22.4373,22.4299,19500500.0,-210.3002,28.861,-1.4959,351228000.0,1.0739,0.0082,69.8655,-4.9549,2020,PRPL
3,7.2021,4.3446,0.0075,24.4482,0.2081,0.0252,12101000.0,0.3943,-0.0527,3.3458,0.2035,0.0,-10779000.0,1.4777,4.3141,3.5465,2.2866,76.6023,-1.2434,-1.0136,42.8101,-0.7131,0.0,0.009,27254000.0,5.499,-1.0773,0.1388,37534000.0,0.2402,-2.8523,0.1347,19466500.0,6.7846,-0.2057,0.7157,0.0978,3.8969,0.0235,0.0,-62145000.0,35284000.0,6.3779,3.9042,0.0,-2.8523,-0.2251,1.3138,22.0049,0.0,-15275500.0,12.3866,7.368,-0.3811,109716500.0,1.2094,-0.0333,72.6197,-2.5021,2019,PRPL
4,0.0,0.0,0.0208,13.0794,0.2057,0.0408,-33309000.0,0.4458,-0.0151,1.4531,0.1735,0.0,-11652000.0,0.5426,1.5894,2.5473,-2.5727,52.3256,-10.6629,5.0109,33.95,-0.5248,-1.4665,0.0073,-880000.0,0.0,-1.3842,-0.6718,22979500.0,0.299,-0.2389,0.0975,7211500.0,9.546,-0.079,0.4626,-0.6266,-2.7147,0.0017,0.0,-26023000.0,18142500.0,7.5367,5.2261,0.0,-0.2389,-1.395,0.9819,39.6299,0.0,-7965000.0,8.6335,-1.765,-0.1998,54685000.0,-3.9569,-0.0798,48.3466,-5.3084,2018,PRPL
5,0.0,0.0,0.0336,7.7539,0.45,0.0443,-3728000.0,0.4693,-0.0448,0.4283,0.4274,0.0,-8728000.0,1.9776,0.0,0.9571,0.596,68.9623,-0.5768,-0.567,23.4663,-0.3408,0.0,0.007,-18304000.0,0.0,-1.0404,-0.0307,10665000.0,0.2132,-1.6592,0.055,7211500.0,6.1646,-0.0912,0.1887,-0.5541,17.7155,0.0,0.0,-28672000.0,18142500.0,10.4867,2.0349,0.0,-1.6592,3.6848,0.5559,27.2979,0.0,-4459500.0,-22.39,-34.3457,1.8221,96741000.0,-0.4444,-0.0518,43.5522,-11.7787,2017,PRPL
6,0.0,0.0,0.0,0.0,0.0,0.0,-811000.0,0.0,0.0,0.0495,0.0,0.0,0.0,-0.4654,0.0,0.0,-0.1694,0.0,0.0,0.3485,0.0,0.0,-0.3487,0.0,-1597000.0,0.0,0.0,0.0,128500.0,0.0,1.0445,0.0,0.0,0.0,-0.0149,0.1264,0.0892,0.0,0.0,0.0,-150543000.0,0.0,0.0,0.0,0.0,1.0445,-0.1549,0.1483,0.0,0.0,5000000.0,0.0,0.0,1.4571,156146500.0,-0.1694,0.0,0.0,0.0,2016,PRPL
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980000.0,0.0,0.0,0.0,128500.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2663,0.0,0.0,0.0,0.0,-150293000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9246,0.0,0.0,5000000.0,0.0,0.0,0.0,156146500.0,0.0,0.0,0.0,0.0,2015,PRPL
0,5.3859,8.7294,0.0,35.3863,0.3351,0.0113,18539000.0,0.1596,0.0375,0.644,0.2536,0.705,-4450000.0,0.1082,41.617,6.7851,4.3998,27.9847,0.2503,1.5556,75.3478,0.2175,0.0379,0.0,115537000.0,12.5153,-0.8517,0.1857,28446000.0,0.122,27.1045,0.1183,39637000.0,2.4516,0.0528,0.7537,2.123,5.7391,0.0081,6.7289,21713000.0,131644000.0,11.3459,1.4078,0.0,27.1045,-0.0868,3.0967,9.9324,0.705,136590500.0,-13.3614,7.1167,0.0958,279645500.0,3.5481,0.1486,138.0587,-0.9733,2023,FLXS
1,18.7464,13.2201,0.0,27.566,0.2863,0.0035,6077000.0,0.1226,0.0034,0.3451,0.2093,0.8659,-1916000.0,0.0124,11.8453,6.9679,1.2629,24.8804,0.3352,4.3135,85.9981,0.4642,0.0238,0.0053,125441000.0,23.5508,-0.3027,0.0533,49960000.0,0.1641,20.7869,0.1342,48546000.0,3.1197,0.0066,0.6698,3.5558,19.4968,0.0019,60.0,52887000.0,151168500.0,9.4396,1.9249,0.0,20.7869,-0.1718,2.941,11.2117,0.8659,149764000.0,9.5717,25.6439,0.0113,282760000.0,0.9602,0.0167,109.2921,-0.3705,2022,FLXS
2,0.0,8.2065,0.0,42.6682,0.6239,-0.0335,-16629000.0,0.1419,0.0481,0.1864,0.6072,1.7313,16063000.0,0.1342,41.1118,1.2963,-4.5406,64.7239,0.0556,-1.4184,66.5174,0.3429,0.1108,0.004,128789000.0,9.5769,2.231,-0.0572,47760000.0,0.0314,23.3289,0.131,44101500.0,3.2992,0.0863,0.5747,0.2195,-9.1398,0.0078,12.5435,99729000.0,115845000.0,8.0024,1.7936,0.0,23.3289,-0.4057,2.2911,10.8596,1.7313,171736500.0,-16.8185,-17.9685,0.1367,267019000.0,-2.3096,0.0797,153.876,3.0831,2021,FLXS
3,2.8656,0.0,0.0,32.0479,0.1752,-0.0457,35066000.0,0.1974,-0.0732,6.0579,0.2739,0.5725,16779000.0,-0.1409,0.0,1.5102,2.2985,32.2667,0.0685,-0.6812,46.1194,1.1951,-0.1543,0.0109,128381000.0,0.0,2.109,0.349,23080500.0,0.0506,22.0595,0.1932,35187000.0,3.8225,-0.1092,1.5041,1.3903,3.5163,0.0133,0.0,120089000.0,82112000.0,13.5991,1.4929,0.0,22.0595,-0.1062,3.4014,10.4279,0.5725,190466000.0,22.8425,1.8338,-0.1563,245773000.0,4.4075,-0.2668,82.0594,2.0047,2020,FLXS
4,0.0,0.0,0.0,31.3969,0.2929,0.0476,-14384000.0,0.1833,-0.0735,2.82,0.3098,0.669,-21098000.0,-0.1458,0.0,0.0,0.8511,17.9878,0.0,-0.2059,56.2287,0.8521,-0.1472,0.0099,118203000.0,0.0,-2.6744,-0.1047,17821000.0,0.0,26.0397,0.0939,39705000.0,3.936,-0.1211,1.2646,0.6229,19.3513,0.0031,0.0,117107000.0,94931500.0,20.9667,1.6473,0.0,26.0397,-0.3185,3.4747,11.1721,0.669,223562500.0,-23.6087,-9.0326,-0.1651,269290000.0,-1.8233,-0.2371,91.4913,-2.8358,2019,FLXS
5,76.9296,8.7439,0.0,30.7808,0.5697,0.0476,3999000.0,0.1471,0.0361,5.5684,0.6289,1.2728,-23295000.0,0.0748,42.3641,0.0,3.4778,16.084,0.0,1.545,62.3318,0.478,0.0774,0.008,148705000.0,11.3726,-2.9683,0.013,16993000.0,0.0,30.7974,0.0812,41807500.0,3.9975,0.0637,2.0756,-1.3711,10.2105,0.001,15.1351,147039000.0,97800500.0,23.0072,1.7649,0.0,30.7974,-0.2223,4.6332,11.7008,1.2728,236229000.0,23.6556,69.6888,0.0738,277169000.0,0.5096,0.0661,89.8158,-3.1621,2018,FLXS
6,28.4921,8.6061,0.0,32.9849,0.8298,0.0248,14779000.0,0.1548,0.0507,6.018,0.8983,1.8248,-11609000.0,0.108,45.1842,0.0,3.3909,16.9854,0.0,1.1094,60.237,0.3704,0.1266,0.0079,158055000.0,10.4389,-1.4918,0.0351,13890500.0,0.0,29.653,0.1123,43490000.0,3.8868,0.092,2.398,-1.0361,14.7414,0.0034,17.683,155965000.0,92650500.0,25.9251,1.8136,0.0,29.653,-0.1595,5.2494,10.7787,1.8248,220205000.0,155.957,26.3209,0.104,258470500.0,1.8991,0.0566,100.7459,-1.4628,2017,FLXS
7,6.3941,6.1125,0.0,32.5642,0.5576,0.0146,47061000.0,0.1558,0.0485,4.8427,0.6017,1.4353,-7306000.0,0.1223,44.5113,0.0,7.1583,10.4123,0.0,2.2431,65.8467,0.4626,0.1376,0.0084,143086000.0,7.3258,-0.9619,0.1564,14676000.0,0.0,27.6037,0.1178,44859500.0,3.869,0.0986,2.4402,-0.8062,5.1296,0.0029,12.4201,139197000.0,99873000.0,26.3292,2.035,0.0,27.6037,-0.0396,5.2895,11.1483,1.4353,198198500.0,13.5084,5.9259,0.117,245757500.0,6.1963,0.0805,81.1449,-0.9669,2016,FLXS
8,0.0,8.467,0.0,35.2575,0.7139,0.0798,-33999000.0,0.1621,0.0478,0.1727,0.6851,1.7128,-37268000.0,0.1262,41.2087,0.0,0.4404,18.7374,0.0,0.1466,62.8996,0.3412,0.116,0.0,115682000.0,9.6833,-5.0206,-0.1063,17073500.0,0.0,25.1579,0.0763,41818500.0,3.3718,0.0981,0.9038,-0.0326,101.9639,0.0042,14.3633,109130000.0,105891000.0,20.9122,2.0531,0.0,25.1579,-0.3271,3.2541,11.165,1.7128,176741000.0,-114.3981,-9.8038,0.1236,227416000.0,-4.5802,0.0696,116.3787,-7.5365,2015,FLXS
9,19.8513,8.2686,0.0,32.0736,0.4993,0.0093,12148000.0,0.1636,0.0342,3.0668,0.5499,1.4463,-4089000.0,0.0943,32.7711,0.0,2.2455,17.0674,0.0,1.0832,60.6476,0.5056,0.0964,0.0,128644000.0,9.8258,-0.5655,0.0504,14872500.0,0.0,23.0584,0.1316,37305500.0,3.5542,0.0744,1.6513,-0.8374,13.4863,0.0029,16.1111,121932000.0,95178500.0,22.7453,2.1777,0.0,23.0584,-0.0829,4.499,11.7555,1.4463,158986000.0,51.8387,18.0258,0.0934,201376000.0,1.68,0.0621,105.6761,-0.9743,2014,FLXS
0,0.0,38.0447,0.0,1.3802,0.2291,0.0199,-138757000.0,0.3717,-0.0109,0.3742,0.1429,0.6198,-22048000.0,-0.0457,0.0,3.6905,-4.044,24.5555,0.4159,9.6605,38.4851,0.0748,-0.0208,0.0,189224000.0,0.0,-0.764,-0.8742,55598500.0,0.1735,8.8732,0.1809,3285000.0,2.4187,-0.0198,0.0831,14.3106,-2.1801,0.0034,0.0,11876000.0,293340500.0,12.7614,1.821,0.0,8.8732,-0.5851,2.0482,338.1062,0.6442,264101000.0,22.4989,-1.8337,-0.0415,609922500.0,-4.8079,-0.0782,170.9448,-1.1976,2022,LL
1,25.783,7.5611,0.016,0.7507,0.4693,0.0169,19227000.0,0.3361,0.0362,2.9334,0.4302,1.8217,-19443000.0,0.1669,17.3634,4.4841,1.3316,32.5204,0.4785,0.9274,39.6799,0.0526,0.1038,0.0,127488000.0,10.2639,-0.6695,0.0388,67003500.0,0.2149,9.3702,0.1943,3224000.0,2.8561,0.0651,0.3769,0.6297,13.9841,0.0044,11.9371,26057000.0,249397000.0,10.6308,1.8002,0.0,9.3702,-0.1195,1.5487,357.4268,1.889,249863500.0,-42.6985,28.1252,0.1858,640120000.0,0.6621,0.0838,130.3528,-1.0324,2021,LL
2,6.2756,11.5021,0.0144,1.356,0.7746,0.0144,141218000.0,0.3384,0.056,5.8946,0.8074,3.8937,-15828000.0,0.3159,19.4514,4.6488,5.4473,38.4307,0.5888,2.5566,38.075,-0.0097,0.1835,0.0,195897000.0,15.1081,-0.549,0.1593,65185000.0,0.1987,7.8948,0.1809,15551500.0,2.5246,0.0967,0.7183,-0.4858,5.4144,0.003,14.4319,-8590000.0,265389000.0,10.2783,1.7282,0.0,7.8948,0.1119,1.8086,70.585,4.0669,194428000.0,-37.3686,6.0213,0.2093,635178500.0,4.8983,0.0693,133.1502,-0.897,2020,LL
3,0.0,11.2528,0.0163,9.0281,0.352,0.0182,-19577000.0,0.3542,0.0088,0.3135,0.2565,1.7382,-19906000.0,0.0626,6.5573,3.9504,0.0115,31.6974,0.7028,0.034,38.0844,-0.2699,0.0393,0.0,121007000.0,23.0096,-0.6939,-0.0698,66619500.0,0.1902,5.6206,0.1769,14161500.0,2.2788,0.018,0.1513,3.0526,1169.0928,0.0044,28.7353,-75646000.0,302320500.0,10.3411,2.0393,0.0,5.6206,-0.347,1.5082,77.153,1.8494,154324000.0,16.105,-19.6471,0.044,535763000.0,-0.6824,0.0348,151.7234,-1.1398,2019,LL
4,0.0,0.0,0.0204,0.0,0.3,0.0132,-57318000.0,0.4089,-0.0501,0.4048,0.2508,1.8453,-14332000.0,-0.315,0.0,2.275,-1.5045,38.7387,0.441,0.7905,37.9628,0.1404,-0.1574,0.0,124179000.0,0.0,-0.5016,-0.2107,70544000.0,0.1367,5.159,0.1967,0.0,2.3829,-0.1227,0.0478,-1.6622,-7.5706,0.0038,0.0,38184000.0,290276000.0,9.8052,2.4475,0.0,5.159,-0.6103,1.5129,0.0,1.9752,172622500.0,-15.8533,-5.6776,-0.2496,443156000.0,-2.0062,-0.1996,167.9485,-0.7779,2018,LL
5,27.2514,0.0,0.0236,0.4604,0.8422,0.0072,31981000.0,0.3946,-0.0368,0.7019,0.847,4.4051,-7411000.0,-0.1764,0.0,0.528,1.3867,37.4341,0.0758,-1.0415,36.2211,0.0976,-0.1198,0.0,119835000.0,0.0,-0.2609,0.0367,94161500.0,0.0365,6.9647,0.1765,16363500.0,2.3393,-0.0847,0.1192,0.2568,21.9991,0.0046,0.0,85048000.0,282086000.0,7.0079,2.3036,0.0,6.9647,-0.2625,1.6726,62.8798,4.632,214369500.0,48.0286,27.097,-0.1717,446669500.0,1.1258,-0.0434,145.0769,-0.4178,2017,LL
6,0.0,0.0,0.0201,11.9423,0.4721,0.0093,-36455000.0,0.4138,-0.0714,0.3764,0.4411,1.8351,-8908000.0,-0.2697,0.0,1.4661,-1.0096,67.0548,0.1732,0.4018,35.207,0.2423,-0.2245,0.0,167593000.0,0.0,-0.3265,-0.086,87947000.0,0.0829,8.4625,0.1522,25512500.0,2.4043,-0.1461,0.2233,-0.3905,-16.4609,0.0058,0.0,102653000.0,273147000.0,7.4672,2.0465,0.0,8.4625,-0.507,1.8976,37.6517,1.9156,254230000.0,-24.4572,-12.4386,-0.2426,469373000.0,-1.3361,-0.1629,167.7895,-0.5089,2016,LL
7,0.0,0.0,0.0212,7.3076,0.4735,0.023,-13274000.0,0.3699,-0.0577,0.986,0.4803,1.6938,-22478000.0,-0.1851,0.0,0.7385,0.3399,28.8107,0.0721,-0.1631,36.1412,0.3066,-0.192,0.0,195044000.0,0.0,-0.83,-0.0282,67775000.0,0.0438,10.2492,0.1426,25512500.0,2.5052,-0.1188,0.3624,0.1019,50.3521,0.004,0.0,144154000.0,279386500.0,10.3271,2.0613,0.0,10.2492,-0.3478,2.5268,38.3646,1.7551,304811000.0,-19.5812,-34.9134,-0.178,474832000.0,-0.4901,-0.1198,127.4531,-1.2924,2015,LL
