,P/FCF ratio,EV/EBITDA,Intangible Assets out of Total Assets,Average Days of Receivables,EV/Sales,Capex to Sales,Free Cash Flow,"Selling, General and Administrative Expense of Revenue",Net Profit Margin,Cash per Share,P/S ratio,P/B ratio,Capital Expenditures,ROE,Graham Number,Interest Debt per Share,Operating CF per Share,Average Days of Payables,Debt/Equity,Operating CF/Net income,Revenue per Share,Graham Net Nets,ROIC,Research and Development Expense of Revenue,Working Capital,EV/EBIT,Capex per Share,Free Cash Flow Yield,Average Payables,Debt/Assets,Shareholders Equity per Share,Depreciation/Fixed assets,Average Receivables,Inventory Turnover,ROA,Quick Ratio,Net Debt/EBITDA,EV/Operating CF,Share Based Compensation of Revenue,P/E ratio,Net Current Asset Value,Average Inventory,Accounts Payable Turnover,Asset Turnover,Interest Coverage,Book value per Share,Cash ROIC,Current Ratio,Accounts Receivable Turnover,Price to Tangible BV,Average Common Equity,P/Operating CF,EV/FCF,Return on Tangible Assets,Average Assets,Free Cash Flow per Share,Earnings Yield,Days of Inventory on Hand,Capex/Depreciation,year,ticker
0,0.0,9.9954,0.0,5.354,0.6857,0.0416,-56784000.0,0.2504,0.0333,4.1056,0.5323,1.424,-199513000.0,0.0903,27.204,11.9957,1.5314,27.9188,0.6236,0.8937,51.4512,-0.2556,0.056,0.0,347345000.0,14.5092,-2.1407,-0.0222,280933000.0,0.3036,19.2348,0.0862,67049500.0,5.821,0.0427,0.5087,2.2354,23.0374,0.0061,16.0175,-652510000.0,578604500.0,11.9887,1.2831,0.0,19.2348,-0.3173,1.3901,71.518,1.424,1769211500.0,17.1441,-57.9055,0.104,3737129500.0,-0.6093,0.0624,63.6696,-1.9495,2023,URBN
1,29.0557,6.9155,0.0,5.1162,0.7818,0.0577,96890000.0,0.2386,0.0683,4.5499,0.6189,1.6126,-262429000.0,0.1927,35.5845,12.1095,3.6657,36.3524,0.6799,1.1568,46.4052,-0.2699,0.1027,0.0,304274000.0,8.7041,-2.6772,0.0344,270816000.0,0.3131,17.8096,0.0923,76856000.0,6.3687,0.0847,0.5194,1.441,9.8971,0.0057,9.0886,-759860000.0,479658500.0,11.28,1.2398,0.0,17.8096,-0.2326,1.31,59.1855,1.6126,1611549000.0,20.543,36.7036,0.2143,3668846000.0,0.9884,0.11,68.0697,-2.4834,2022,URBN
2,20.9667,31.6723,0.0,9.5174,0.9892,0.0462,126572000.0,0.2487,0.0004,5.8305,0.7693,1.7963,-159242000.0,0.0008,1.8434,13.5865,2.9219,33.4819,0.8996,231.2411,35.2671,-0.3187,0.0011,0.0,317200000.0,859.13,-1.6279,0.0477,202628500.0,0.3748,15.1032,0.1073,89120000.0,6.4765,0.0004,0.7287,7.0415,11.9395,0.0059,2713.0,-845655000.0,399576000.0,12.7714,1.0055,0.0,15.1032,-0.2019,1.3501,38.709,1.7963,1466356500.0,37.3012,26.9607,0.001,3430989000.0,1.294,0.0004,54.9533,-1.5346,2021,URBN
3,45.2661,9.7222,0.0,8.0891,0.8739,0.0546,56460000.0,0.2495,0.0422,4.3402,0.6415,1.7561,-217433000.0,0.1142,23.5441,13.6127,2.7435,22.3301,0.9338,1.6294,39.9045,-0.3157,0.0609,0.0,414626000.0,15.011,-2.178,0.0221,156142500.0,0.4099,14.5779,0.1418,84374500.0,7.0354,0.0614,0.8165,2.5851,12.7109,0.0053,15.1479,-806882000.0,390020500.0,17.5735,1.455,0.0,14.5779,-0.1897,1.6491,47.2156,1.7561,1472226500.0,16.7598,61.6619,0.1288,2738074000.0,0.5655,0.066,54.4759,-1.7234,2020,URBN
4,10.5463,5.8296,0.0,7.4338,0.7368,0.0291,331700000.0,0.2444,0.0754,5.8862,0.8855,2.3492,-114924000.0,0.2136,29.1674,0.0,4.1238,20.2431,0.0,1.4987,36.4773,0.1519,0.2798,0.0,816112000.0,7.6334,-1.0611,0.0948,136330000.0,0.0,13.7493,0.1482,78711500.0,7.214,0.1449,1.8569,-1.2768,6.5171,0.0046,11.7455,531339000.0,360951000.0,19.1001,1.9209,0.0,13.7493,-0.1643,3.1108,50.1912,2.3492,1395000500.0,19.8265,8.7751,0.1848,2056647500.0,3.0627,0.0851,51.9354,-0.974,2019,URBN
5,17.4073,8.8054,0.0,7.7685,0.9456,0.0232,219246000.0,0.2532,0.0299,3.9982,1.0554,2.9337,-83813000.0,0.0828,15.8474,0.0,2.7086,19.1804,0.0,2.7993,32.3184,0.0856,0.1903,0.0,618543000.0,13.156,-0.7491,0.0574,123891500.0,0.0,11.6269,0.1578,65733500.0,7.0741,0.0562,1.4555,-1.1521,11.2821,0.004,35.5313,326880000.0,344992500.0,19.6987,1.8758,0.0,11.6269,-0.2921,2.7172,55.0102,2.9337,1306993500.0,28.6069,15.595,0.0756,1927708500.0,1.9595,0.0281,52.5543,-0.6527,2018,URBN
6,11.4231,5.8933,0.0,5.6107,0.7876,0.0405,271538000.0,0.2555,0.0615,3.0735,0.8748,2.3622,-143714000.0,0.178,21.7421,0.0,3.553,18.9603,0.0,1.9038,30.3389,0.0941,0.2218,0.0,528469000.0,8.2493,-1.2297,0.0875,118786000.0,0.0,11.2351,0.1559,65114000.0,6.8814,0.1168,1.1722,-0.758,6.7251,0.0052,14.1925,291844000.0,334406500.0,19.3725,1.8982,0.0,11.2351,-0.2706,2.4974,54.4552,2.3622,1225155500.0,16.6849,10.2844,0.1562,1867969000.0,2.3234,0.0705,53.7052,-1.062,2017,URBN
7,10.1228,5.4509,0.0,8.0226,0.7852,0.0392,284664000.0,0.2462,0.0652,2.6058,0.8364,2.5339,-134950000.0,0.1821,19.1775,1.1978,3.3507,19.2057,0.1319,1.8692,27.5099,0.048,0.23,0.0,505130000.0,7.6511,-1.0776,0.0988,137062500.0,0.0818,9.0809,0.1654,73090500.0,6.5167,0.1206,1.2212,-0.3553,6.447,0.0045,12.7833,138287000.0,344230000.0,16.3665,1.8512,0.0,9.0809,-0.2749,2.5343,47.1352,2.5339,1232598000.0,15.0862,9.5034,0.1641,1861021000.0,2.2731,0.0782,53.7311,-0.9455,2016,URBN
8,51.9034,9.0232,0.0,7.739,1.3671,0.0692,92517000.0,0.2436,0.0699,1.8939,1.445,3.616,-229804000.0,0.1538,19.3364,0.0,2.3587,26.5219,0.0,1.3868,24.3178,0.0517,0.2136,0.0,455377000.0,12.4339,-1.6817,0.0193,146563000.0,0.0,9.7179,0.1553,62809500.0,6.4177,0.1131,0.9308,-0.514,14.0951,0.005,20.5497,248345000.0,334722000.0,14.6568,1.6171,0.0,9.7179,-0.3573,2.2873,52.9072,3.616,1511069500.0,25.0255,49.106,0.1729,2054977500.0,0.677,0.0487,60.8694,-1.6639,2015,URBN
9,22.2147,8.4759,0.0,6.5229,1.5364,0.0603,237054000.0,0.238,0.0915,3.5634,1.7061,3.1084,-186101000.0,0.1852,22.3121,0.0,2.8783,25.9799,0.0,1.4986,20.9952,0.0889,0.2279,0.0,663150000.0,11.1103,-1.2659,0.045,118047500.0,0.0,11.5238,0.1644,47340000.0,6.4865,0.1405,1.745,-0.9363,11.2068,0.0051,18.6563,467936000.0,296809000.0,16.3092,1.5362,0.0,11.5238,-0.173,2.9985,65.2008,3.1084,1524379000.0,24.7783,20.0048,0.1921,2009212500.0,1.6124,0.0536,58.9999,-1.4028,2014,URBN
0,39.2642,7.6184,0.2756,47.8705,0.3016,0.0147,67000000.0,0.0423,-0.0085,9.9895,0.1863,1.1077,-207000000.0,-0.0471,0.0,27.1624,2.8903,67.9338,1.0842,-2.2833,148.9557,-0.9959,0.0326,0.0228,662000000.0,20.3766,-2.1835,0.0255,2304000000.0,0.2812,25.0527,0.2542,1639000000.0,13.804,-0.012,0.7995,2.9123,15.5427,0.0021,0.0,-2620000000.0,964500000.0,5.7786,1.4166,0.0,25.0527,-0.187,1.1891,8.6156,0.0,2546500000.0,11.147,63.5627,-0.0589,9968000000.0,0.7068,-0.0458,26.1263,-0.5914,2022,ADNT
1,130.153,9.7942,0.2567,38.0475,0.4432,0.0168,30000000.0,0.0393,0.081,16.1465,0.2854,1.4366,-230000000.0,0.521,87.3021,39.0552,2.7601,60.4831,1.3536,0.2347,145.2229,-0.7617,0.037,0.0231,1575000000.0,20.9778,-2.4416,0.0077,2154500000.0,0.3413,28.8535,0.2054,1533500000.0,15.4774,0.1053,0.8394,3.4863,23.3177,0.0026,3.5307,-2974000000.0,830500000.0,5.9661,1.3004,0.0,28.8535,-0.1701,1.4486,8.9208,0.0,2126500000.0,-38.2803,202.0863,0.3482,10519500000.0,0.3185,0.2832,27.7143,-0.697,2021,ADNT
2,0.0,11.0343,0.2436,47.2743,0.3187,0.0245,-65000000.0,0.044,-0.0432,18.0384,0.1283,1.059,-311000000.0,-0.2938,0.0,43.7633,2.6226,65.8499,2.6743,-0.4497,135.0746,-2.6108,0.0054,0.0292,663000000.0,118.781,-3.3156,-0.04,2444000000.0,0.4001,16.3646,0.21,1773000000.0,16.3437,-0.0531,0.8727,6.5929,16.4169,0.0012,0.0,-4244000000.0,739000000.0,4.9419,1.2299,0.0,16.3646,-0.1821,1.1736,7.1461,0.0,1862000000.0,3.1381,-62.1316,-0.2438,10301500000.0,-0.693,-0.3358,20.7009,-0.9367,2020,ADNT
3,0.0,11.0291,0.2471,42.0746,0.299,0.0242,-92000000.0,0.0406,-0.0297,9.8718,0.13,0.9818,-400000000.0,-0.2002,0.0,39.7009,3.2906,62.8798,1.6976,-0.6273,176.5598,-1.8785,0.0163,0.0275,281000000.0,38.0081,-4.2735,-0.0428,2905000000.0,0.3593,23.3868,0.1903,1998000000.0,19.4496,-0.0461,0.7377,6.2321,16.0424,0.0012,0.0,-4037000000.0,808500000.0,5.4131,1.5529,0.0,23.3868,-0.1996,1.0733,8.2713,0.0,2453000000.0,1074.528,-53.7071,-0.2515,10642000000.0,-0.9829,-0.2282,18.4067,-1.2579,2019,ADNT
4,18.1411,10.1331,0.2415,43.7648,0.3608,0.0277,196000000.0,0.0419,-0.0966,7.3633,0.2039,1.3087,-483000000.0,-0.4611,0.0,36.6988,7.2776,68.4527,1.2602,-0.403,186.9132,-1.1013,0.0199,0.0294,117000000.0,36.1647,-5.1768,0.0551,3029500000.0,0.3129,29.1211,0.2656,2157500000.0,21.2123,-0.1398,0.6627,4.4074,9.2675,0.0027,0.0,-3916000000.0,779500000.0,5.458,1.4465,0.0,29.1211,-0.147,1.0279,8.083,47.4088,3654500000.0,8.0995,32.1054,-0.9361,12056000000.0,2.1008,-0.4736,18.1893,-1.0805,2018,ADNT
5,37.299,9.9327,0.2322,50.0685,0.6586,0.0329,213000000.0,0.0426,0.0541,7.5829,0.49,1.7301,-533000000.0,0.1971,102.5663,36.8128,7.9786,72.926,0.7496,0.8506,173.4011,-0.5134,0.0612,0.0301,171000000.0,14.8922,-5.7005,0.0268,2867000000.0,0.2614,49.1123,0.1431,2153000000.0,21.2258,0.0671,0.6777,2.5423,14.3133,0.0028,8.9254,-4079000000.0,697500000.0,5.1639,1.2411,0.0,49.1123,-0.2008,1.0395,7.5304,5.1791,4449500000.0,17.8132,50.13,0.3281,13063000000.0,2.2781,0.112,18.1206,-1.4888,2017,ADNT
6,0.0,8.1602,0.1769,45.2609,0.3553,0.0251,-1455000000.0,0.0728,-0.0921,22.8282,0.2754,1.0736,-421000000.0,-0.3069,0.0,37.1398,-11.0352,66.744,0.808,0.6688,179.1889,-0.6397,0.0428,0.0274,1431000000.0,15.4137,-4.4931,-0.3147,2714500000.0,0.2686,45.9658,0.1567,2108000000.0,22.3086,-0.1322,0.9908,1.8345,-5.769,0.0017,0.0,-2958000000.0,680500000.0,5.5926,1.4355,0.0,45.9658,-0.3253,1.3359,7.9649,2.2948,5037000000.0,-3.1286,-4.0997,-0.4264,11696500000.0,-15.5283,-0.1639,15.8685,-1.2238,2016,ADNT
7,0.0,8.1602,0.2193,38.8077,0.3553,0.0226,-57000000.0,0.0563,0.0237,0.4696,0.2754,1.0736,-454000000.0,0.0943,0.0,0.4482,4.2369,53.1503,0.0073,0.8358,214.2049,-0.6397,0.0782,0.0,-205000000.0,15.4137,-4.8453,-0.3147,2714500000.0,0.004,61.5475,0.1622,2108000000.0,26.773,0.091,0.543,-0.0019,-5.769,0.0008,0.0,-864000000.0,680500000.0,6.7117,3.8461,0.0,61.5475,-0.2976,0.9489,9.5213,2.2948,5037000000.0,-3.1286,-4.0997,0.2456,5218500000.0,-0.6083,-0.1639,14.0439,-1.3084,2015,ADNT
8,0.0,8.1602,0.0,0.0,0.3553,0.0258,229000000.0,0.0593,0.0139,0.0,0.2754,1.0736,-568000000.0,0.0,0.0,0.0,8.5059,0.0,0.0,2.5961,235.2295,-0.6397,0.0,0.0,0.0,15.4137,-6.0619,-0.3147,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0,0.0,-5.769,0.0009,0.0,0.0,0.0,0.0,4.2236,0.0,0.0,0.0,0.0,0.0,2.2948,0.0,-3.1286,-4.0997,0.0,5218500000.0,2.444,-0.1639,0.0,-1.2998,2014,ADNT
0,13.0195,9.3706,0.4145,47.8705,1.2062,0.0195,341100000.0,0.083,0.0602,2.3255,0.8629,2.7056,-100300000.0,0.1883,24.8735,15.3093,3.2432,45.3766,1.2694,1.4248,37.8156,-0.3573,0.0885,0.0,989900000.0,12.8611,-0.737,0.0768,566100000.0,0.4018,12.0602,0.2328,663250000.0,4.3878,0.059,1.0242,2.6673,14.0644,0.0058,14.3114,-1586700000.0,950350000.0,7.366,0.9809,0.0,12.0602,-0.0819,2.0225,7.7598,0.0,1645000000.0,17.9723,18.2001,0.1758,5246700000.0,2.5062,0.0699,79.4354,-0.5578,2022,LEG
1,34.0626,9.9711,0.4065,46.8788,1.4467,0.021,164700000.0,0.0832,0.0793,2.6537,1.106,3.403,-106600000.0,0.2618,28.2862,15.336,1.9905,55.5331,1.2679,0.6742,37.2164,-0.284,0.1015,0.0,729600000.0,13.3747,-0.7821,0.0294,583000000.0,0.3939,12.0954,0.2397,607550000.0,4.7893,0.0796,0.7586,2.3486,27.0502,0.0067,14.0,-1593400000.0,842350000.0,6.9199,1.0037,0.0,12.0954,-0.1244,1.5462,8.3493,0.0,1536850000.0,29.3877,44.558,0.2663,5053650000.0,1.2084,0.0714,89.859,-0.5691,2021,LEG
2,11.2071,12.0178,0.4355,48.0618,1.7669,0.0155,536400000.0,0.0992,0.0591,2.5711,1.4045,4.2183,-66200000.0,0.1848,20.7377,14.0029,4.4407,59.6999,1.3334,2.3818,31.5416,-0.2856,0.087,0.0,652100000.0,18.2456,-0.4878,0.0892,507800000.0,0.3959,10.5018,0.2737,577750000.0,5.0837,0.0526,0.9071,2.4651,12.5503,0.0068,24.3407,-1716800000.0,664100000.0,6.6485,0.8902,0.0,10.5018,-0.0496,1.6482,7.4084,0.0,1368800000.0,27.4749,14.0992,0.1761,4808200000.0,3.9528,0.0411,74.7601,-0.3082,2020,LEG
3,13.0537,12.7718,0.4506,45.4589,1.8352,0.0301,524900000.0,0.0988,0.0661,1.8368,1.4417,5.2205,-143100000.0,0.2542,23.3089,15.7092,4.9555,45.3644,1.6134,2.1274,35.2559,-0.2869,0.0964,0.0,610000000.0,17.7635,-1.0616,0.0766,464400000.0,0.4397,9.7366,0.231,581750000.0,5.8689,0.0766,0.9045,2.7383,13.0567,0.0069,20.496,-1965800000.0,635300000.0,8.0286,1.1594,0.0,9.7366,-0.0443,1.6573,8.1693,0.0,1235050000.0,27.2549,16.6163,0.2179,4099200000.0,3.8939,0.0488,62.3295,-0.7457,2019,LEG
4,17.1475,9.8657,0.2994,48.8661,1.3384,0.0374,280700000.0,0.0996,0.0716,1.9963,1.1274,4.158,-159600000.0,0.2605,20.9819,8.7044,3.2785,50.2458,1.0098,1.4394,31.7908,-0.1454,0.1345,0.0,708900000.0,12.896,-1.1884,0.0583,447850000.0,0.3457,8.6195,0.1868,583350000.0,5.6113,0.0882,1.0294,1.5554,12.978,0.0083,15.7885,-699800000.0,602500000.0,7.549,1.2317,0.0,8.6195,-0.1111,1.8691,7.3189,33.1724,1174200000.0,25.4403,20.357,0.2128,3466400000.0,2.0901,0.0633,68.4375,-1.1727,2018,LEG
5,22.8947,12.3225,0.2792,55.0767,1.8344,0.0404,284300000.0,0.1016,0.0742,3.8684,1.6504,5.466,-159400000.0,0.2561,20.5328,9.2037,3.2625,51.3032,1.0511,1.5164,28.9985,-0.0912,0.1504,0.0,790300000.0,15.6864,-1.1721,0.0437,390700000.0,0.3525,8.7559,0.1896,540850000.0,5.6136,0.0895,1.1485,1.2359,16.3051,0.0093,22.3645,-593500000.0,545350000.0,7.8357,1.207,0.0,8.7559,-0.0742,1.8096,7.2919,32.6264,1142400000.0,35.7243,25.4469,0.2012,3267450000.0,2.0904,0.0447,68.0903,-1.2661,2017,LEG
6,15.8781,12.3568,0.3204,47.3637,1.9956,0.0331,428600000.0,0.1055,0.1029,2.0442,1.8148,6.2206,-124000000.0,0.3521,22.1959,6.9601,4.0073,44.9939,0.8773,1.4323,27.1929,-0.0831,0.1715,0.0,618300000.0,15.3945,-0.8992,0.063,329150000.0,0.3216,7.9333,0.2113,503400000.0,5.5618,0.1297,1.0876,1.1194,13.5419,0.0099,17.8804,-565200000.0,512100000.0,8.6532,1.2609,0.0,7.9333,-0.0055,1.875,7.4491,49.3858,1095850000.0,40.7751,17.4598,0.3259,2973900000.0,3.108,0.0559,66.5873,-1.0377,2016,LEG
7,23.1365,11.0445,0.3356,48.4716,1.688,0.0263,255900000.0,0.1064,0.083,1.797,1.5114,5.3937,-103200000.0,0.2886,20.1661,6.7062,2.5486,37.4509,0.8608,1.1046,27.8013,-0.0937,0.1696,0.0,610000000.0,13.6196,-0.7324,0.0432,338500000.0,0.3188,7.7906,0.2093,521750000.0,6.073,0.1065,1.103,1.1553,18.4136,0.0115,18.1121,-554800000.0,493000000.0,8.8449,1.2834,0.0,7.7906,-0.0791,1.8699,7.5078,57.3703,1126300000.0,57.8751,25.8395,0.2825,3052150000.0,1.8162,0.0552,61.516,-0.9117,2015,LEG
8,20.9349,12.1767,0.3293,50.4996,1.761,0.0249,287800000.0,0.1189,0.0259,2.3536,1.593,5.2169,-94100000.0,0.0767,11.1787,6.8487,2.7008,45.1141,0.8385,3.8969,26.7489,-0.0923,0.1121,0.0,437100000.0,20.7432,-0.6655,0.0478,354550000.0,0.3083,8.1676,0.4116,495350000.0,6.1228,0.0314,0.8628,1.162,17.4408,0.011,62.6618,-556400000.0,488650000.0,8.4386,1.2106,0.0,8.1676,-0.068,1.4405,7.6356,49.8763,1277050000.0,36.2518,23.1433,0.0994,3124350000.0,2.0354,0.016,58.7289,-0.4166,2014,LEG
9,13.3586,10.134,0.3636,49.0628,1.4636,0.0232,336300000.0,0.1058,0.0567,1.8781,1.292,3.2108,-80600000.0,0.1389,17.1086,5.9883,2.8712,44.7528,0.6214,2.113,23.9477,-0.0951,0.0991,0.0,452200000.0,16.0748,-0.5551,0.0749,312350000.0,0.2798,9.6364,0.323,456800000.0,5.6195,0.062,0.8922,1.1884,12.2075,0.0104,22.9185,-427200000.0,492450000.0,8.8596,1.0929,0.0,9.6364,-0.0621,1.5451,7.6121,16.7007,1420700000.0,25.2245,15.1332,0.1922,3181500000.0,2.3161,0.0436,65.408,-0.4343,2013,LEG
0,5.4315,3.7102,0.1751,1.1217,0.3632,0.0177,659000000.0,0.2824,0.0436,25.0386,0.4564,2.2674,-138900000.0,0.2178,76.16,9.3433,17.1223,66.9802,0.2758,2.3317,168.2854,-0.4288,0.4462,0.0,1259000000.0,4.7081,-2.9807,0.1841,889400000.0,0.0658,33.8755,0.2774,33600000.0,2.2752,0.0519,0.5297,-0.9528,3.5693,0.0054,10.0933,-1534700000.0,2105350000.0,5.3857,1.1886,0.0,33.8755,0.0665,1.56,233.3958,8.5324,1571300000.0,3.7543,4.3216,0.1854,6597750000.0,14.1416,0.0991,163.8538,-0.8537,2023,SIG
