,Capital Stock Change,Beginning Cash,Assets Liabilities Change (Total),Financing cash flow,Capital expenditures,Other financial activities,Stock Based Compensation,Change in Cash,Net Aquisitions,Change in inventories,Repayment/Issuance of Debt (Net),Ending Cash,Accounts Receivable Change,Exchange Rate Adjustment,Operating Cash Flow,Non Cash Items (Other),Net Cash/Marketcap,Net Income,Dividends Paid (Common),Accounts Payable Change,Change in other assets and liabilities,Investing cash flow,"Equity Repurchase (Common, Net)",Long-Term Investments Change (Net),Issuance/Purchase of Shares,Change in payables and accrued liability,Depreciation & Amortization,Investments Change (Net),Other investing activities,Other operating activities,year,ticker,Short Term Investments Change (Net),Change in intangibles (net),Dividends Paid (Total),Income tax paid,Dividends Paid (Preffered),"Equity Repurchase (Preffered, Net)",Discontinued Operations and Adjustments
7,-538000000.0,1681000000.0,327000000.0,-716000000.0,-531000000.0,-2000000.0,97000000.0,867000000.0,85000000.0,-92000000.0,995000000.0,2548000000.0,-10000000.0,-1000000.0,2027000000.0,32000000.0,0.1397,1253000000.0,-1171000000.0,,161000000.0,-443000000.0,-538000000.0,9000000.0,-538000000.0,137000000.0,415000000.0,-1000000.0,4000000.0,,2016,BBWI,-10000000.0,,-1171000000.0,131000000.0,,,
8,-52000000.0,1519000000.0,249000000.0,-919000000.0,-715000000.0,37000000.0,90000000.0,162000000.0,0.0,121000000.0,-213000000.0,1681000000.0,-9000000.0,-6000000.0,1786000000.0,97000000.0,0.1625,1042000000.0,-691000000.0,,64000000.0,-699000000.0,-52000000.0,0.0,-52000000.0,90000000.0,398000000.0,0.0,16000000.0,,2015,BBWI,0.0,,-691000000.0,-17000000.0,,,
9,-28000000.0,773000000.0,-90000000.0,154000000.0,-691000000.0,36000000.0,85000000.0,746000000.0,0.0,-168000000.0,495000000.0,1519000000.0,-43000000.0,-1000000.0,1248000000.0,67000000.0,0.2816,903000000.0,-349000000.0,,46000000.0,-655000000.0,-28000000.0,46000000.0,-28000000.0,1000000.0,368000000.0,46000000.0,-10000000.0,,2014,BBWI,0.0,,-349000000.0,74000000.0,,,
0,-125000000.0,1019200000.0,-859400000.0,-553300000.0,-174200000.0,17500000.0,83400000.0,-506100000.0,-146000000.0,-139500000.0,-60500000.0,513100000.0,339600000.0,-12700000.0,372900000.0,-39800000.0,0.3854,203000000.0,-385300000.0,,-780800000.0,-313000000.0,-125000000.0,-146300000.0,-125000000.0,-278700000.0,1069100000.0,-146300000.0,7500000.0,,2022,HAS,,,-385300000.0,,,,
1,31000000.0,1449700000.0,-802799900.0,-1459800000.0,-132700000.0,-3600000.0,97800000.0,-430500000.0,378500000.0,-173900000.0,-1081700000.0,1019200000.0,-159500000.0,-30600000.0,817900000.0,276700000.0,0.214,435300000.0,-374500000.0,,-782600000.0,242000000.0,0.0,0.0,0.0,313200000.0,908700000.0,0.0,-3800000.0,,2021,HAS,,,-374500000.0,,,,
2,17000000.0,4580400000.0,-41700000.0,405900000.0,-125800000.0,-49900000.0,49700000.0,-3130700000.0,-4413000000.0,62800000.0,828500000.0,1449700000.0,210800000.0,-12700000.0,976300000.0,69100000.0,0.2836,225400000.0,-372700000.0,,-364600000.0,-4500200000.0,0.0,-4412900000.0,0.0,49300000.0,723500000.0,-4412900000.0,38500000.0,,2020,HAS,,,-372700000.0,,,,
3,913800000.0,1182400000.0,-203600000.0,2810600000.0,-133600000.0,-112800000.0,28000000.0,3398000000.0,-9000000.0,-4600000.0,2346200000.0,4580400000.0,-211500000.0,-4800000.0,653100000.0,69800000.0,-0.0372,520500000.0,-336600000.0,,-49800000.0,-60900000.0,913800000.0,-8800000.0,913800000.0,62300000.0,266400000.0,-8800000.0,81500000.0,,2019,HAS,,,-336600000.0,,,,
4,-250054000.0,1581234000.0,71197000.0,-737101000.0,-140426000.0,-35432000.0,27892000.0,-398863000.0,-155000000.0,-37211000.0,-142357000.0,1182371000.0,180113000.0,-21282000.0,645997000.0,111199000.0,0.0842,220434000.0,-309258000.0,,-179131000.0,-286477000.0,-250054000.0,-155451000.0,-250054000.0,107426000.0,243167000.0,-155451000.0,9400000.0,,2018,HAS,,,-309258000.0,,,,
5,-151311000.0,1282285000.0,-185304000.0,-312173000.0,-134877000.0,-9348000.0,56032000.0,298949000.0,0.0,-25301000.0,125459000.0,1581234000.0,-50376000.0,18225000.0,724378000.0,305441000.0,0.0402,396607000.0,-276973000.0,,-29166000.0,-131481000.0,-151311000.0,0.0,-151311000.0,-80461000.0,207634000.0,0.0,3396000.0,,2017,HAS,,,-276973000.0,,,,
6,-150075000.0,976750000.0,15952000.0,-375498000.0,-154900000.0,14480000.0,61624000.0,305535000.0,-12000000.0,-12065000.0,8978000.0,1282285000.0,-149923000.0,2111000.0,817313000.0,77809000.0,0.0266,533151000.0,-248881000.0,,-68283000.0,-138391000.0,-150075000.0,-12436000.0,-150075000.0,246223000.0,190401000.0,-12436000.0,28945000.0,,2016,HAS,,,-248881000.0,,,,
7,-87224000.0,893167000.0,-88579000.0,-365378000.0,-142022000.0,34953000.0,53880000.0,83583000.0,0.0,-99353000.0,-87310000.0,976750000.0,-227808000.0,-18758000.0,571366000.0,15297000.0,0.1184,446872000.0,-225797000.0,,69998000.0,-103647000.0,-87224000.0,0.0,-87224000.0,168584000.0,197776000.0,0.0,38375000.0,,2015,HAS,,,-225797000.0,,,,
8,-459564000.0,682449000.0,-190348000.0,-230956000.0,-113388000.0,64423000.0,36152000.0,210718000.0,0.0,-28944000.0,381040000.0,893167000.0,-112366000.0,-12252000.0,454411000.0,26397000.0,0.1528,413310000.0,-216855000.0,,-48081000.0,-485000.0,-459564000.0,0.0,-459564000.0,-957000.0,205052000.0,0.0,112903000.0,,2014,HAS,,,-216855000.0,,,,
9,-103488000.0,849701000.0,-113560000.0,-341009000.0,-112031000.0,133881000.0,21272000.0,-167252000.0,0.0,-37511000.0,-215273000.0,682449000.0,-86616000.0,-9632000.0,401132000.0,2089000.0,0.0986,283928000.0,-156129000.0,,-129525000.0,-217743000.0,-103488000.0,-110698000.0,-103488000.0,140092000.0,228675000.0,-110698000.0,4986000.0,,2013,HAS,,,-156129000.0,,,,
0,-664700000.0,789800000.0,-216900000.0,-1035900000.0,-184200000.0,-56700000.0,78800000.0,-63700000.0,0.0,49900000.0,-31200000.0,726100000.0,44100000.0,-8700000.0,975200000.0,73900000.0,0.0909,936000000.0,-283300000.0,-98100000.0,-119800000.0,5700000.0,-664700000.0,148000000.0,-664700000.0,-93000000.0,182200000.0,148000000.0,41900000.0,,2023,TPR,,0.0,-283300000.0,,,,
1,-1525300000.0,2007700000.0,-366800000.0,-1778100000.0,-93900000.0,-86900000.0,72200000.0,-1217900000.0,0.0,-311700000.0,98500000.0,789800000.0,-96000000.0,-39400000.0,853200000.0,168400000.0,0.0914,856300000.0,-264400000.0,86400000.0,-29400000.0,-253600000.0,-1525300000.0,-159700000.0,-1525300000.0,-16100000.0,195300000.0,-159700000.0,-36000000.0,,2022,TPR,,0.0,-264400000.0,,,,
2,61200000.0,1426300000.0,230300000.0,-666000000.0,-92100000.0,-15700000.0,64100000.0,581400000.0,0.0,32200000.0,-711500000.0,2007700000.0,-9600000.0,14700000.0,1323700000.0,40500000.0,-0.0087,834200000.0,0.0,307300000.0,-239900000.0,-91000000.0,61200000.0,1100000.0,61200000.0,140300000.0,218700000.0,1100000.0,-15000000.0,,2021,TPR,,0.0,0.0,,,,
3,-295700000.0,969200000.0,-80300000.0,5900000.0,-205400000.0,-18100000.0,53100000.0,457100000.0,0.0,-58600000.0,700000000.0,1426300000.0,61900000.0,-100000.0,407000000.0,891100000.0,0.236,-652100000.0,-380300000.0,-91700000.0,500000.0,44300000.0,-295700000.0,249700000.0,-295700000.0,7600000.0,248300000.0,249700000.0,-17000000.0,,2020,TPR,,0.0,-380300000.0,,,,
4,-64700000.0,1243400000.0,-272600000.0,-485600000.0,-274200000.0,-29500000.0,84800000.0,-274200000.0,-43500000.0,-104700000.0,-700000.0,969200000.0,25700000.0,-6800000.0,792400000.0,153400000.0,0.0407,643400000.0,-390700000.0,-39800000.0,-125000000.0,-574200000.0,-64700000.0,-256500000.0,-64700000.0,-28800000.0,268200000.0,-256500000.0,-30000000.0,,2019,TPR,,0.0,-390700000.0,,,,
5,165700000.0,2672900000.0,170000000.0,-250700000.0,-267400000.0,-31500000.0,81300000.0,-1429500000.0,-2375800000.0,30400000.0,-800000.0,1243400000.0,-5600000.0,-11500000.0,997500000.0,169700000.0,0.0265,397500000.0,-384100000.0,-77300000.0,238600000.0,-2164800000.0,165700000.0,478400000.0,165700000.0,-16100000.0,260300000.0,478400000.0,-32000000.0,,2018,TPR,,0.0,-384100000.0,,,,
6,70400000.0,859000000.0,-96500000.0,369500000.0,-157100000.0,-35100000.0,73600000.0,1813900000.0,0.0,-20000000.0,712200000.0,2672900000.0,-29400000.0,-2400000.0,853800000.0,146500000.0,-0.1121,591000000.0,-378000000.0,8400000.0,-5400000.0,593000000.0,70400000.0,748300000.0,70400000.0,-50100000.0,212800000.0,748300000.0,-23000000.0,,2017,TPR,,1800000.0,-378000000.0,,,,
7,29100000.0,1291800000.0,37300000.0,-384900000.0,-396400000.0,-24500000.0,86800000.0,-432800000.0,-165900000.0,40700000.0,-15000000.0,859000000.0,-28300000.0,3500000.0,758600000.0,50200000.0,-0.0392,460500000.0,-374500000.0,-48400000.0,43200000.0,-810000000.0,29100000.0,-238800000.0,29100000.0,30100000.0,210600000.0,-238800000.0,-25000000.0,,2016,TPR,,-8900000.0,-374500000.0,,,,
8,36500000.0,591900000.0,169000000.0,389300000.0,-199300000.0,-31600000.0,88900000.0,699900000.0,-658700000.0,29200000.0,756200000.0,1291800000.0,300000.0,-13900000.0,937400000.0,174200000.0,-0.0666,402400000.0,-371800000.0,64400000.0,11900000.0,-612900000.0,36500000.0,255600000.0,36500000.0,63200000.0,191800000.0,255600000.0,0.0,,2015,TPR,,-10500000.0,-371800000.0,,,,
9,-476300000.0,1062800000.0,-162400000.0,-748100000.0,-219600000.0,-34800000.0,95100000.0,-470900000.0,-91000000.0,-64100000.0,139500000.0,591900000.0,-23700000.0,-500000.0,985400000.0,177100000.0,-0.0766,781300000.0,-376500000.0,-30200000.0,-58500000.0,-707700000.0,-476300000.0,-397100000.0,-476300000.0,14100000.0,189400000.0,-397100000.0,0.0,,2014,TPR,,0.0,-376500000.0,,,,
0,-565569000.0,1050713000.0,4445000.0,-750992000.0,-69698000.0,-7498000.0,31326000.0,-35397000.0,-48246000.0,,0.0,1015316000.0,-57244000.0,-4857000.0,821841000.0,133195000.0,0.1382,553700000.0,-177925000.0,,-14848000.0,-101389000.0,-565569000.0,-21633000.0,-565569000.0,-67627000.0,130501000.0,-21633000.0,38188000.0,0.0,2023,HRB,,,-177925000.0,144164000.0,,,
1,-556840000.0,1584164000.0,64978000.0,-1257346000.0,-61955000.0,-14030000.0,34252000.0,-533451000.0,-35920000.0,,-500000000.0,1050713000.0,-37889000.0,-8101000.0,808537000.0,47707000.0,0.1081,553674000.0,-186476000.0,,3799000.0,-76541000.0,-556840000.0,-18467000.0,-556840000.0,-19645000.0,142178000.0,-18467000.0,39801000.0,-1599000.0,2022,HRB,,,-186476000.0,118713000.0,,,
2,-189154000.0,2873020000.0,-193854000.0,-2408823000.0,-52792000.0,-22566000.0,28271000.0,-1810100000.0,-15576000.0,,-2002035000.0,1062920000.0,-150933000.0,18318000.0,625928000.0,79139000.0,0.2106,583791000.0,-195068000.0,,-55404000.0,-45523000.0,-189154000.0,-26917000.0,-189154000.0,150635000.0,156852000.0,-26917000.0,49762000.0,-4746000.0,2021,HRB,,,-195068000.0,-138152000.0,,,
3,-254139000.0,1707727000.0,-248057000.0,1531848000.0,-81685000.0,-9143000.0,28045000.0,1165293000.0,-450242000.0,,2000000000.0,2873020000.0,-66896000.0,-5285000.0,108961000.0,96366000.0,0.1926,-7526000.0,-204870000.0,,30281000.0,-470231000.0,-254139000.0,-35264000.0,-254139000.0,-124019000.0,275536000.0,-35264000.0,96960000.0,-7358000.0,2020,HRB,,,-204870000.0,-87423000.0,,,
4,-187380000.0,1663678000.0,-78131000.0,-403695000.0,-95490000.0,-10854000.0,23767000.0,44049000.0,-43637000.0,,0.0,1707727000.0,-73648000.0,-3663000.0,606538000.0,95465000.0,-0.0383,422509000.0,-205461000.0,,-22486000.0,-155131000.0,-187380000.0,-19922000.0,-187380000.0,54827000.0,166695000.0,-19922000.0,3918000.0,-4225000.0,2019,HRB,,,-205461000.0,-36824000.0,,,
5,19193000.0,1117539000.0,-147284000.0,-190664000.0,-98583000.0,-9388000.0,21954000.0,546139000.0,-42539000.0,,0.0,1663678000.0,-63935000.0,-1143000.0,850003000.0,208583000.0,-0.0291,613149000.0,-200469000.0,,2674000.0,-112057000.0,19193000.0,-22320000.0,19193000.0,-10532000.0,183295000.0,-22320000.0,51385000.0,-7740000.0,2018,HRB,,,-200469000.0,-75491000.0,,,
6,-320479000.0,1000911000.0,-152017000.0,-530424000.0,-89255000.0,-22830000.0,19285000.0,116628000.0,-54816000.0,,0.0,1117539000.0,-80210000.0,-4464000.0,552197000.0,118516000.0,0.0735,408945000.0,-187115000.0,,-64253000.0,99319000.0,-320479000.0,172701000.0,-320479000.0,-7683000.0,182168000.0,172701000.0,70689000.0,-5415000.0,2017,HRB,,,-187115000.0,129000.0,,,
7,-1992563000.0,2099162000.0,-138523000.0,-1961729000.0,-99923000.0,-764309000.0,23540000.0,-1098251000.0,-88776000.0,,996831000.0,1000911000.0,-70721000.0,-10590000.0,544553000.0,135211000.0,0.1048,374267000.0,-201688000.0,,-89414000.0,329515000.0,-1992563000.0,452132000.0,-1992563000.0,34111000.0,173598000.0,452132000.0,66082000.0,0.0,2016,HRB,,,-201688000.0,-12499000.0,,,
8,6073000.0,2185307000.0,-92418000.0,-645807000.0,-123158000.0,-31920000.0,26068000.0,-178117000.0,-113252000.0,,-400000000.0,2007190000.0,-68109000.0,-9986000.0,626608000.0,85559000.0,-0.2443,473663000.0,-219960000.0,,-37268000.0,-148932000.0,6073000.0,-16308000.0,6073000.0,-20451000.0,159804000.0,-16308000.0,103786000.0,0.0,2015,HRB,,,-219960000.0,33410000.0,,,
9,22140000.0,1747584000.0,97797000.0,-364930000.0,-147011000.0,-168090000.0,20058000.0,437723000.0,-68428000.0,,0.0,2185307000.0,-30376000.0,-17618000.0,809581000.0,121023000.0,-0.2333,475157000.0,-218980000.0,,3053000.0,10690000.0,22140000.0,44647000.0,22140000.0,41792000.0,115604000.0,44647000.0,181482000.0,0.0,2014,HRB,,,-218980000.0,83328000.0,,,
10,-557000000.0,0.0,0.0,-1257000000.0,0.0,87000000.0,0.0,-533000000.0,-36000000.0,,-500000000.0,0.0,-38000000.0,0.0,809000000.0,0.0,0.1918,558000000.0,0.0,,70000000.0,-77000000.0,0.0,0.0,0.0,-20000000.0,142000000.0,0.0,8000000.0,0.0,2022,HRB,,,-186000000.0,0.0,,,
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1413,560000000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,HRB,,,0.0,0.0,,,
0,-455000000.0,171000000.0,-5000000.0,-584000000.0,-39000000.0,-4000000.0,33000000.0,-10000000.0,-44000000.0,,-9000000.0,161000000.0,16000000.0,-4000000.0,399000000.0,-28000000.0,0.3035,355000000.0,-116000000.0,14000000.0,-35000000.0,179000000.0,-455000000.0,,-455000000.0,14000000.0,77000000.0,,262000000.0,,2022,WH,,,-116000000.0,,,,
1,-97000000.0,493000000.0,-4000000.0,-713000000.0,-37000000.0,66000000.0,28000000.0,-322000000.0,0.0,,-534000000.0,171000000.0,25000000.0,-1000000.0,426000000.0,91000000.0,0.2285,244000000.0,-82000000.0,39000000.0,-68000000.0,-34000000.0,-97000000.0,,-97000000.0,39000000.0,95000000.0,,3000000.0,,2021,WH,,,-82000000.0,,,,
2,-54000000.0,94000000.0,-150000000.0,363000000.0,-33000000.0,-9000000.0,21000000.0,399000000.0,0.0,,479000000.0,493000000.0,-38000000.0,0.0,67000000.0,251000000.0,0.379,-132000000.0,-53000000.0,-46000000.0,-66000000.0,-31000000.0,-54000000.0,,-54000000.0,-46000000.0,98000000.0,,2000000.0,,2020,WH,,,-53000000.0,,,,
3,-247000000.0,366000000.0,-235000000.0,-320000000.0,-50000000.0,60000000.0,20000000.0,-272000000.0,0.0,,-21000000.0,94000000.0,-27000000.0,1000000.0,100000000.0,69000000.0,0.3346,157000000.0,-112000000.0,-28000000.0,-180000000.0,-53000000.0,-247000000.0,,-247000000.0,-28000000.0,109000000.0,,-3000000.0,,2019,WH,,,-112000000.0,,,,
4,-151000000.0,59000000.0,-50000000.0,1808000000.0,-73000000.0,77000000.0,25000000.0,307000000.0,-1703000000.0,,2068000000.0,366000000.0,-63000000.0,-4000000.0,231000000.0,20000000.0,0.3932,162000000.0,-186000000.0,85000000.0,-72000000.0,-1728000000.0,-151000000.0,,-151000000.0,85000000.0,99000000.0,,48000000.0,,2018,WH,,,-186000000.0,,,,
5,0.0,30000000.0,23000000.0,-51000000.0,-46000000.0,-1000000.0,0.0,29000000.0,-140000000.0,,-50000000.0,59000000.0,-10000000.0,-1000000.0,278000000.0,-50000000.0,0.0194,230000000.0,0.0,24000000.0,9000000.0,-197000000.0,0.0,,0.0,24000000.0,75000000.0,,-11000000.0,,2017,WH,,,0.0,,,,
6,0.0,40000000.0,-19000000.0,-161000000.0,-42000000.0,1000000.0,0.0,-10000000.0,-70000000.0,,-162000000.0,30000000.0,0.0,1000000.0,264000000.0,34000000.0,0.0194,176000000.0,0.0,-13000000.0,-6000000.0,-114000000.0,0.0,,0.0,-18000000.0,73000000.0,,-2000000.0,,2016,WH,,,0.0,,,,
7,0.0,25000000.0,44000000.0,-170000000.0,-108000000.0,-2000000.0,0.0,13000000.0,0.0,,-168000000.0,38000000.0,-17000000.0,0.0,287000000.0,27000000.0,0.0194,149000000.0,0.0,26000000.0,35000000.0,-104000000.0,0.0,,0.0,0.0,67000000.0,,4000000.0,,2015,WH,,,0.0,,,,
0,-1358000000.0,172000000.0,-82000000.0,-776000000.0,-226000000.0,-5000000.0,78000000.0,84000000.0,0.0,13000000.0,587000000.0,256000000.0,50000000.0,-94000000.0,771000000.0,14000000.0,0.3919,619000000.0,0.0,-100000000.0,-36000000.0,183000000.0,-1358000000.0,0.0,-1358000000.0,-9000000.0,220000000.0,0.0,409000000.0,,2023,CPRI,0.0,0.0,,,,,
1,-644000000.0,234000000.0,-291000000.0,-800000000.0,-131000000.0,31000000.0,85000000.0,-62000000.0,0.0,-386000000.0,-187000000.0,172000000.0,-78000000.0,-24000000.0,704000000.0,-47000000.0,0.1826,823000000.0,0.0,69000000.0,74000000.0,58000000.0,-644000000.0,0.0,-644000000.0,30000000.0,219000000.0,0.0,189000000.0,,2022,CPRI,0.0,0.0,,,,,
2,2000000.0,592000000.0,278000000.0,-870000000.0,-111000000.0,-4000000.0,71000000.0,-358000000.0,-13000000.0,145000000.0,-868000000.0,234000000.0,-52000000.0,12000000.0,624000000.0,-49000000.0,0.2029,-63000000.0,0.0,50000000.0,-18000000.0,-124000000.0,2000000.0,0.0,2000000.0,153000000.0,458000000.0,0.0,0.0,,2021,CPRI,0.0,0.0,,,,,
3,-102000000.0,172000000.0,132000000.0,-497000000.0,-223000000.0,-1000000.0,70000000.0,420000000.0,-13000000.0,115000000.0,-394000000.0,592000000.0,42000000.0,-4000000.0,859000000.0,695000000.0,1.2403,-225000000.0,0.0,63000000.0,7000000.0,62000000.0,-102000000.0,0.0,-102000000.0,-95000000.0,257000000.0,0.0,298000000.0,,2020,CPRI,0.0,0.0,,,,,
4,-178000000.0,163000000.0,-165000000.0,1451000000.0,-181000000.0,-15000000.0,60000000.0,9000000.0,-1875000000.0,-125000000.0,1644000000.0,172000000.0,-23000000.0,-11000000.0,694000000.0,67000000.0,0.3391,542000000.0,0.0,-48000000.0,11000000.0,-2125000000.0,-178000000.0,0.0,-178000000.0,20000000.0,250000000.0,0.0,-66000000.0,,2019,CPRI,0.0,-3000000.0,,,,,
5,-347000000.0,230000000.0,149000000.0,389000000.0,-120000000.0,121700000.0,50000000.0,-67000000.0,-1415000000.0,46000000.0,736000000.0,163000000.0,11000000.0,15000000.0,1062000000.0,109000000.0,0.0555,592000000.0,0.0,-21000000.0,57000000.0,-1533000000.0,-347000000.0,0.0,-347000000.0,56000000.0,212000000.0,0.0,5000000.0,,2018,CPRI,0.0,-3000000.0,,,,,
6,-997000000.0,702000000.0,81000000.0,-850000000.0,-165000000.0,264700000.0,34000000.0,-472000000.0,-481000000.0,21000000.0,147000000.0,230000000.0,60000000.0,-6000000.0,1035000000.0,-18000000.0,-0.0338,552000000.0,0.0,37000000.0,17000000.0,-651000000.0,-997000000.0,0.0,-997000000.0,-54000000.0,420000000.0,0.0,0.0,,2017,CPRI,0.0,-5000000.0,,,,,
7,-1139700000.0,978900000.0,182000000.0,-1149400000.0,-369200000.0,-2500000.0,48400000.0,-276900000.0,500000.0,-16300000.0,-7200000.0,702000000.0,52500000.0,4100000.0,1249500000.0,43100000.0,-0.0648,837700000.0,0.0,14200000.0,6000000.0,-381100000.0,-1139700000.0,0.0,-1139700000.0,125600000.0,186700000.0,-1000000.0,18000000.0,,2016,CPRI,-1000000.0,-11400000.0,,,,,
8,-480000000.0,971200000.0,-183900000.0,-434700000.0,-356200000.0,45300000.0,48900000.0,7700000.0,0.0,-112400000.0,0.0,978900000.0,-83300000.0,-27100000.0,857900000.0,16600000.0,-0.065,881000000.0,0.0,-8600000.0,-15900000.0,-388400000.0,-480000000.0,0.0,-480000000.0,36300000.0,144200000.0,-3000000.0,0.0,,2015,CPRI,-3000000.0,-29200000.0,,,,,
9,16600000.0,487300000.0,-66500000.0,71100000.0,-184700000.0,54500000.0,29100000.0,483900000.0,0.0,-158200000.0,0.0,971200000.0,-104400000.0,-4700000.0,633000000.0,-48700000.0,-0.0454,661500000.0,0.0,53700000.0,15900000.0,-215500000.0,16600000.0,-2000000.0,16600000.0,126500000.0,86700000.0,-2000000.0,0.0,,2014,CPRI,0.0,-28800000.0,,,,,
0,-1696100000.0,60600000.0,-456300000.0,-1154000000.0,-306200000.0,-38400000.0,31500000.0,34800000.0,-136400000.0,-175500000.0,580500000.0,95400000.0,-129200000.0,,1668100000.0,539500000.0,0.6441,1377400000.0,0.0,-68900000.0,-82700000.0,-479300000.0,-1696100000.0,-10200000.0,-1696100000.0,-69000000.0,207500000.0,-10200000.0,-26500000.0,0.0,2022,AN,,,,,,,
1,-2263700000.0,569700000.0,1137700000.0,-1676500000.0,-178600000.0,-26000000.0,35000000.0,-509100000.0,-384000000.0,800400000.0,613200000.0,60600000.0,114900000.0,,1627700000.0,-1080600000.0,0.3605,1373000000.0,0.0,57200000.0,165200000.0,-460300000.0,-2263700000.0,103900000.0,-2263700000.0,57000000.0,198200000.0,103900000.0,-1600000.0,-600000.0,2021,AN,,,,,,,
2,-314500000.0,42500000.0,970100000.0,-606700000.0,-139600000.0,-19100000.0,30200000.0,527200000.0,8600000.0,703600000.0,-273100000.0,569700000.0,70000000.0,,1207600000.0,-667299900.0,0.7028,381600000.0,0.0,47700000.0,148800000.0,-73700000.0,-314500000.0,55400000.0,-314500000.0,48000000.0,521900000.0,55400000.0,1900000.0,1300000.0,2020,AN,,,,,,,
3,-32000000.0,49400000.0,362000000.0,-660300000.0,-227800000.0,-3000000.0,31100000.0,-6900000.0,110900000.0,296000000.0,-625300000.0,42500000.0,56200000.0,,769200000.0,-221700000.0,0.3895,450000000.0,0.0,-17600000.0,27400000.0,-115800000.0,-32000000.0,0.0,-32000000.0,-18000000.0,185700000.0,0.0,1100000.0,-6800000.0,2019,AN,,,,,,,
4,-82200000.0,71100000.0,-294000000.0,-237400000.0,-378600000.0,-5200000.0,25500000.0,-21700000.0,106000000.0,-319500000.0,-150000000.0,49400000.0,133700000.0,,511000000.0,237400000.0,0.7727,396000000.0,0.0,1700000.0,-109900000.0,-295300000.0,-82200000.0,-50000000.0,-82200000.0,2000000.0,171600000.0,-50000000.0,27300000.0,800000.0,2018,AN,,,,,,,
5,-395200000.0,65400000.0,80300000.0,-307400000.0,-290700000.0,-14600000.0,20600000.0,5700000.0,27800000.0,39300000.0,102400000.0,71100000.0,-61600000.0,,540100000.0,-131700000.0,0.4326,434600000.0,0.0,500000.0,102100000.0,-227000000.0,-395200000.0,0.0,-395200000.0,1000000.0,164200000.0,0.0,35900000.0,-7300000.0,2017,AN,,,,,,,
6,-503800000.0,78000000.0,164200000.0,-35600000.0,-237700000.0,-1400000.0,25100000.0,-12600000.0,-260000000.0,259100000.0,469600000.0,65400000.0,-99300000.0,,516000000.0,-230900000.0,0.4897,430500000.0,0.0,-5800000.0,10200000.0,-493000000.0,-503800000.0,0.0,-503800000.0,-202200000.0,162800000.0,0.0,4700000.0,-10600000.0,2016,AN,,,,,,,
7,-207300000.0,75400000.0,-570700000.0,900000.0,-234900000.0,-1800000.0,24000000.0,-1300000.0,-277600000.0,-548800000.0,210000000.0,74100000.0,-91800000.0,,507200000.0,501900000.0,0.3377,442600000.0,0.0,37700000.0,32200000.0,-509400000.0,-207300000.0,0.0,-207300000.0,0.0,132100000.0,0.0,3100000.0,1300000.0,2015,AN,,,,,,,
8,-452600000.0,69200000.0,-22500000.0,-102900000.0,-204100000.0,12000000.0,26300000.0,6200000.0,-163800000.0,-27300000.0,337700100.0,75400000.0,-80300000.0,,485100000.0,-21700000.0,0.2862,418700000.0,0.0,7500000.0,77600000.0,-376000000.0,-452600000.0,500000.0,-452600000.0,0.0,112600000.0,500000.0,-8600000.0,-2000000.0,2014,AN,,,,,,,
9,-44600000.0,69700000.0,-367400000.0,-226800000.0,-197100000.0,3700000.0,21300000.0,-500000.0,-77800000.0,-400100000.0,-185900000.0,69200000.0,-46300000.0,,484100000.0,381700000.0,0.2888,374900000.0,0.0,36700000.0,42300000.0,-257800000.0,-44600000.0,0.0,-44600000.0,0.0,101700000.0,0.0,17100000.0,-6800000.0,2013,AN,,,,,,,
0,5267000.0,1506647000.0,1359619000.0,986224000.0,-1783857000.0,-251874000.0,113563000.0,-559660000.0,0.0,-33609000.0,1232831000.0,946987000.0,828661000.0,,210020000.0,310257000.0,2.5459,-2269909000.0,0.0,-16196000.0,327867000.0,-1755904000.0,5267000.0,-224137000.0,5267000.0,252896000.0,810053000.0,240000000.0,-212047000.0,0.0,2022,NCLH,240000000.0,0.0,,,,,
