,Capital Stock Change,Beginning Cash,Assets Liabilities Change (Total),Financing cash flow,Capital expenditures,Other financial activities,Stock Based Compensation,Change in Cash,Net Aquisitions,Change in inventories,Repayment/Issuance of Debt (Net),Ending Cash,Accounts Receivable Change,Exchange Rate Adjustment,Operating Cash Flow,Non Cash Items (Other),Net Cash/Marketcap,Net Income,Dividends Paid (Common),Accounts Payable Change,Change in other assets and liabilities,Investing cash flow,"Equity Repurchase (Common, Net)",Long-Term Investments Change (Net),Issuance/Purchase of Shares,Change in payables and accrued liability,Depreciation & Amortization,Investments Change (Net),Other investing activities,Other operating activities,year,ticker,Short Term Investments Change (Net),Change in intangibles (net),Dividends Paid (Total),Income tax paid,Dividends Paid (Preffered),"Equity Repurchase (Preffered, Net)",Discontinued Operations and Adjustments
2,3764000.0,692000.0,2271000.0,4160000.0,-223000.0,-830000.0,131000.0,1486000.0,,1137000.0,1226000.0,2178000.0,377000.0,0.0,-2451000.0,680000.0,0.035,-5981000.0,0.0,1096000.0,-688000.0,-223000.0,3764000.0,,3764000.0,349000.0,579000.0,,-3000.0,,2020,EFOI,,,,,,,0.0
3,-110000.0,6335000.0,-400000.0,1094000.0,-129000.0,-208000.0,616000.0,-5643000.0,,1876000.0,1412000.0,692000.0,-131000.0,16000.0,-6624000.0,715000.0,0.0608,-7373000.0,0.0,-2214000.0,611000.0,-129000.0,-110000.0,,-110000.0,-542000.0,434000.0,,-110000.0,,2019,EFOI,,,,,,,0.0
4,-34000.0,10761000.0,796000.0,2185000.0,189000.0,911000.0,908000.0,-4426000.0,,-2356000.0,2219000.0,6335000.0,1403000.0,-5000.0,-6795000.0,994000.0,-0.8334,-9111000.0,0.0,2047000.0,-538000.0,189000.0,-34000.0,,-34000.0,240000.0,526000.0,,-62000.0,,2018,EFOI,,,,,,,0.0
5,81000.0,16629000.0,5180000.0,81000.0,-65000.0,-826000.0,537000.0,-5868000.0,,5151000.0,0.0,10761000.0,2240000.0,-10000.0,-5874000.0,-468000.0,-0.3658,-11267000.0,0.0,-1759000.0,161000.0,-65000.0,81000.0,,81000.0,-613000.0,681000.0,,0.0,,2017,EFOI,,,,,,,0.0
6,146000.0,34640000.0,-6252000.0,146000.0,-1597000.0,6559000.0,1360000.0,-18011000.0,,-5018000.0,0.0,16629000.0,4313000.0,5000.0,-16553000.0,5781000.0,-0.3146,-16875000.0,0.0,-4035000.0,-123000.0,-1597000.0,146000.0,,146000.0,-1389000.0,805000.0,,-12000.0,,2016,EFOI,,,,,,,-12000.0
7,0.0,7435000.0,-8140000.0,25957000.0,-2242000.0,0.0,813000.0,27205000.0,,-2602000.0,0.0,34640000.0,-7493000.0,0.0,4446000.0,3500000.0,-0.2409,8780000.0,0.0,135000.0,146000.0,-2242000.0,0.0,,0.0,1674000.0,306000.0,,0.0,,2015,EFOI,,,,,,,-956000.0
8,6010000.0,1890000.0,103000.0,6240000.0,-64000.0,0.0,532000.0,5545000.0,,-4956000.0,230000.0,7435000.0,-1466000.0,0.0,-163000.0,2440000.0,-0.1894,-5845000.0,0.0,5328000.0,1641000.0,-64000.0,6010000.0,,6010000.0,-444000.0,3139000.0,,0.0,,2014,EFOI,,,,,,,-468000.0
9,48000.0,788000.0,-922000.0,4278000.0,-174000.0,0.0,201000.0,1102000.0,,0.0,4230000.0,1890000.0,-73000.0,0.0,-6243000.0,-4177000.0,0.0505,-2361000.0,0.0,-849000.0,0.0,-174000.0,48000.0,,48000.0,0.0,1217000.0,,0.0,,2013,EFOI,,,,,,,3241000.0
0,8000000.0,5889900.0,-6588100.0,14243200.0,-234300.0,2992100.0,440600.0,-1476700.0,7400.0,327300.0,3251100.0,4413200.0,-2492100.0,-883800.0,-10355000.0,2616400.0,-0.4095,-7387200.0,0.0,232100.0,-4692400.0,-4481100.0,8000000.0,-154900.0,8000000.0,232100.0,1003800.0,1480900.0,-4196400.0,0.0,2022,EZGO,1635800.0,-1538700.0,,36900.0,,,
1,20947200.0,340500.0,-3615600.0,22764100.0,-6269800.0,1821800.0,0.0,5549400.0,399200.0,-124800.0,-5000.0,5889900.0,-180200.0,79000.0,-6256400.0,266600.0,-0.2463,-3377200.0,0.0,333300.0,-3729900.0,-11037300.0,20947200.0,-131300.0,20947200.0,333300.0,469800.0,-131300.0,-537900.0,0.0,2021,EZGO,0.0,-4497400.0,,86000.0,,,
2,0.0,3633600.0,3504000.0,-4004400.0,-2344700.0,13500.0,0.0,-3293100.0,1136000.0,1568700.0,-4017800.0,340500.0,-6093600.0,36300.0,4024800.0,100800.0,0.0,334300.0,0.0,264000.0,7622800.0,-3349800.0,0.0,0.0,0.0,264000.0,85700.0,-2141100.0,0.0,0.0,2020,EZGO,-2141100.0,0.0,,142200.0,,,
3,4261600.0,27400.0,-8487500.0,8218000.0,-2939900.0,-444800.0,0.0,3606300.0,1017600.0,-450900.0,4401200.0,3633600.0,4025400.0,12800.0,-2702200.0,2911200.0,0.0,1930100.0,0.0,-389300.0,-12248400.0,-1922300.0,4261600.0,0.0,4261600.0,-389300.0,944000.0,0.0,0.0,0.0,2019,EZGO,0.0,0.0,,575700.0,,,
4,0.0,21000.0,-1107200.0,-892100.0,-42100.0,-892100.0,0.0,6400.0,-10800.0,23500.0,-892100.0,27400.0,-2791100.0,-1100.0,952500.0,623800.0,0.0,836800.0,0.0,442800.0,1217600.0,-52800.0,0.0,0.0,0.0,442800.0,599000.0,0.0,0.0,0.0,2018,EZGO,0.0,0.0,,0.0,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,EZGO,0.0,0.0,,0.0,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,EZGO,0.0,0.0,,0.0,,,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,EZGO,0.0,0.0,,0.0,,,
0,-23789000.0,106257000.0,-9936000.0,-27377000.0,-6464000.0,952000.0,3873000.0,-86468000.0,-4853000.0,592000.0,-3584000.0,19789000.0,-1835000.0,-60000.0,-24188000.0,10994000.0,-0.8295,-32629000.0,-956000.0,0.0,-5446000.0,-34843000.0,-23789000.0,-23153000.0,-23789000.0,-3247000.0,7383000.0,-23153000.0,0.0,,2022,XWEL,,-373000.0,-956000.0,,,0.0,
1,9273000.0,90502000.0,1630000.0,6350000.0,-4282000.0,316000.0,3235000.0,15755000.0,2434000.0,-1106000.0,-2069000.0,106257000.0,-1124000.0,0.0,14561000.0,5118000.0,-0.4351,2893000.0,-1170000.0,6687000.0,-2827000.0,-5156000.0,9273000.0,0.0,9273000.0,6687000.0,4920000.0,0.0,762000.0,,2021,XWEL,,-3308000.0,-1170000.0,,,0.0,
2,110626000.0,2635000.0,-8364000.0,117225000.0,-3969000.0,690000.0,1463000.0,87867000.0,0.0,-10000.0,6153000.0,90502000.0,0.0,3000.0,-25012000.0,68231000.0,-1.5339,-92232000.0,-244000.0,-5169000.0,-3185000.0,-4349000.0,110626000.0,0.0,110626000.0,-5169000.0,7353000.0,0.0,-153000.0,,2020,XWEL,,-380000.0,-244000.0,,,0.0,
3,3000000.0,6855000.0,-2117000.0,5644000.0,-3031000.0,-70000.0,1163000.0,-2965000.0,800000.0,377000.0,4350000.0,3890000.0,0.0,-177000.0,-6566000.0,4283000.0,2.1511,-36746000.0,-1636000.0,0.0,-1890000.0,-1866000.0,0.0,200000.0,3000000.0,-604000.0,28014000.0,200000.0,-1386000.0,,2018,XWEL,,165000.0,-1636000.0,,,3000000.0,
4,6584000.0,18397000.0,-2771000.0,6087000.0,-4479000.0,-45000.0,2204000.0,-11542000.0,276000.0,1347000.0,0.0,6855000.0,0.0,-61000.0,-12172000.0,11012000.0,0.0366,-28389000.0,-452000.0,0.0,-1004000.0,-5396000.0,6584000.0,0.0,6584000.0,-3114000.0,7976000.0,0.0,-1110000.0,,2017,XWEL,,-83000.0,-452000.0,,,0.0,
5,13452000.0,33586000.0,1137000.0,13452000.0,-246000.0,0.0,10967000.0,-17563000.0,0.0,0.0,0.0,16023000.0,0.0,17000.0,-28382000.0,9023000.0,-0.2782,-109677000.0,0.0,763000.0,374000.0,-2650000.0,13452000.0,0.0,13452000.0,0.0,71135000.0,0.0,-2404000.0,,2014,XWEL,,0.0,0.0,,,0.0,
6,1564000.0,56960000.0,3403000.0,1564000.0,-23000.0,0.0,12093000.0,-23374000.0,0.0,0.0,0.0,33586000.0,-135000.0,163000.0,-23465000.0,20345000.0,-0.1279,-52433000.0,0.0,3538000.0,0.0,-1636000.0,1564000.0,0.0,1564000.0,0.0,5220000.0,0.0,-193000.0,,2013,XWEL,,-1420000.0,0.0,,,0.0,
7,0.0,3890000.0,3226000.0,1165000.0,-2275000.0,1991000.0,335000.0,-1255000.0,0.0,136000.0,371000.0,2635000.0,0.0,-32000.0,-113000.0,8722000.0,2.2065,-20530000.0,-1197000.0,0.0,-670000.0,-2275000.0,0.0,0.0,0.0,3760000.0,8469000.0,0.0,-1170000.0,,2019,XWEL,,0.0,-1197000.0,,,0.0,
8,0.0,24951000.0,-2802000.0,-2061000.0,-66000.0,-50000.0,2513000.0,-7041000.0,2114000.0,74000.0,-2011000.0,17910000.0,0.0,-13000.0,-8441000.0,3239000.0,-0.3128,-24003000.0,0.0,-2880000.0,4000.0,3474000.0,0.0,0.0,0.0,-2880000.0,15125000.0,0.0,1426000.0,,2016,XWEL,,0.0,0.0,,,0.0,
9,0.0,16023000.0,-826000.0,11597000.0,0.0,-218000.0,5064000.0,8928000.0,144000.0,-146000.0,11815000.0,24951000.0,0.0,6000.0,-2571000.0,3838000.0,-0.9307,-11258000.0,0.0,0.0,-1058000.0,-104000.0,0.0,0.0,0.0,378000.0,5675000.0,0.0,-248000.0,,2015,XWEL,,0.0,0.0,,,0.0,
0,10345700.0,1087100.0,-583900.0,10694100.0,-1473300.0,0.0,,5422000.0,,-24300.0,348400.0,6509100.0,,,-3798800.0,-385900.0,-0.3379,-3487400.0,0.0,,-1443400.0,-1473300.0,10345700.0,,10345700.0,883900.0,658400.0,,,,2022,YOSH,,,,,,,
1,1280000.0,0.0,707900.0,1789600.0,-896600.0,-696600.0,,1087100.0,,-20800.0,1206100.0,1087100.0,,,194100.0,978100.0,0.0425,-1630500.0,0.0,,431800.0,-896600.0,1280000.0,,1280000.0,296900.0,138700.0,,,,2021,YOSH,,,,,,,
2,0.0,78100.0,469600.0,333200.0,-545200.0,-605200.0,,-78100.0,,-1700.0,938400.0,0.0,,,133900.0,0.0,0.0425,-450100.0,0.0,,514600.0,-545200.0,0.0,,0.0,-43300.0,114500.0,,,,2020,YOSH,,,,,,,
0,1000000.0,29398100.0,-5478000.0,1000000.0,-709000.0,376200.0,,-412800.0,,,,28985200.0,-22900.0,-809900.0,-1211400.0,376200.0,-0.5872,3235700.0,0.0,1543500.0,-6984200.0,608500.0,1000000.0,-446000.0,1000000.0,1543500.0,654700.0,1367000.0,0.0,0.0,2022,OCG,1813100.0,-49600.0,,-14400.0,,,
1,2000000.0,21309100.0,-2806700.0,2000000.0,-9598400.0,-11900.0,,8089000.0,,,,29398100.0,244000.0,-126500.0,9024900.0,-11900.0,-0.0616,11444300.0,0.0,-4488000.0,1594600.0,-2809400.0,2000000.0,0.0,2000000.0,-4488000.0,399200.0,-2467500.0,10042000.0,0.0,2021,OCG,-2467500.0,-785600.0,,-157300.0,,,
2,18090700.0,8054300.0,4229600.0,18090700.0,-9400.0,-29400.0,,13254800.0,,,,21309100.0,779500.0,322600.0,6610900.0,24900.0,-0.0447,2048100.0,0.0,5345800.0,-1929400.0,-11769300.0,18090700.0,0.0,18090700.0,5345800.0,308300.0,862800.0,-12613100.0,0.0,2020,OCG,862800.0,-9600.0,,33700.0,,,
3,0.0,0.0,0.0,-853600.0,0.0,-849500.0,,7167800.0,,,,0.0,348300.0,0.0,9588500.0,0.0,-0.0177,9087900.0,0.0,0.0,-652200.0,-1467800.0,0.0,0.0,0.0,276000.0,241700.0,0.0,-853600.0,0.0,2019,OCG,0.0,0.0,,0.0,,,
4,0.0,0.0,0.0,77400.0,0.0,120500.0,,2016900.0,,,,0.0,-1011700.0,0.0,3531700.0,0.0,-0.0177,2624100.0,0.0,0.0,1149100.0,-1500500.0,0.0,0.0,0.0,282800.0,40900.0,0.0,77400.0,0.0,2018,OCG,0.0,0.0,,0.0,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OCG,0.0,0.0,,0.0,,,
0,0.0,8420500.0,-1456300.0,-1115800.0,-48900.0,-33700.0,1651000.0,-7815300.0,,-1007400.0,-1082200.0,605200.0,-736200.0,,-6650500.0,2393100.0,0.4418,-7615300.0,0.0,-213000.0,714200.0,-48900.0,0.0,,0.0,-213900.0,27900.0,,-33700.0,0.0,2022,PIK,,,,,,,
1,16583900.0,685300.0,-5823800.0,18796500.0,-45400.0,728500.0,328500.0,7735200.0,,-4138500.0,2212600.0,8420500.0,-805800.0,,-11015900.0,670100.0,-0.1397,-5947500.0,0.0,-287400.0,-903900.0,-45400.0,16583900.0,,16583900.0,311900.0,85300.0,,0.0,0.0,2021,PIK,,,,,,,
2,1000000.0,631300.0,-228800.0,3615800.0,-11500.0,794000.0,0.0,54000.0,,-728700.0,2615800.0,685300.0,-838800.0,,-3550300.0,749900.0,0.0682,-4188400.0,0.0,1492800.0,-366600.0,-11500.0,1000000.0,,1000000.0,212500.0,116900.0,,0.0,0.0,2020,PIK,,,,,,,
3,0.0,0.0,0.0,4607500.0,0.0,1064800.0,0.0,388700.0,,-1252800.0,4107500.0,0.0,-566500.0,,-4214500.0,0.0,0.0682,-4603300.0,0.0,0.0,-32900.0,-4200.0,0.0,,0.0,1465900.0,100400.0,,500000.0,0.0,2019,PIK,,,,,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2017,PIK,,,,,,,
0,28320600.0,16971300.0,1005900.0,39077600.0,-8062400.0,-1788300.0,7048900.0,-16508600.0,0.0,-4467900.0,12545200.0,462800.0,-134800.0,,-47520700.0,10587800.0,1.5911,-62879400.0,0.0,5633400.0,1811000.0,-8065400.0,28320600.0,,28320600.0,-1835700.0,3764900.0,0.0,-3000.0,,2022,FUV,0.0,,,,,0.0,
1,37672300.0,39451400.0,-510600.0,35937200.0,-17356000.0,-1155800.0,3628100.0,-22480100.0,-1754100.0,-2409600.0,-579200.0,16971300.0,-110700.0,,-39291500.0,6435000.0,-0.0427,-47563800.0,0.0,2032300.0,-1953100.0,-19125800.0,37672300.0,,37672300.0,1930700.0,2347900.0,0.0,-15800.0,,2021,FUV,0.0,,,,,0.0,
2,58481200.0,5832500.0,-1330300.0,52815200.0,-2843100.0,-3804100.0,1916800.0,33618900.0,0.0,-1369200.0,-1861900.0,39451400.0,227300.0,,-16293500.0,1916400.0,-0.094,-18120500.0,0.0,46600.0,41500.0,-2902800.0,58481200.0,,58481200.0,-276600.0,1240900.0,0.0,-59700.0,,2020,FUV,0.0,,,,,0.0,
3,15625500.0,4903000.0,-1480700.0,15563800.0,-343500.0,-1712900.0,635300.0,929500.0,0.0,-2178200.0,1651300.0,5832500.0,-244500.0,,-14290900.0,1492900.0,-0.0913,-15341700.0,0.0,-340500.0,664000.0,-343500.0,15625500.0,,15625500.0,618600.0,1038500.0,0.0,778600.0,,2019,FUV,0.0,,,,,0.0,
4,3044000.0,7824100.0,-2610100.0,5262900.0,9780100.0,-526000.0,495600.0,-2921100.0,0.0,-1509000.0,2744900.0,4903000.0,500.0,,-12672000.0,534600.0,-0.0797,-11051000.0,0.0,53400.0,-1145600.0,4488100.0,3044000.0,,3044000.0,-9300.0,454500.0,-5250000.0,-42000.0,,2018,FUV,-5250000.0,,,,,0.0,
5,20372300.0,414400.0,-253000.0,18961400.0,-1960400.0,-1285800.0,203700.0,7409700.0,0.0,-167700.0,-125000.0,7824100.0,100.0,,-3344400.0,203700.0,-0.2599,-3315300.0,0.0,97800.0,-359000.0,-8207300.0,20372300.0,,20372300.0,175800.0,20100.0,-6246900.0,0.0,,2017,FUV,-6246900.0,,,,,0.0,
6,467900.0,1000700.0,243900.0,1032900.0,0.0,-10000.0,48400.0,-586300.0,0.0,-26800.0,575000.0,414400.0,7600.0,,-1619200.0,48400.0,0.0,-1919500.0,0.0,41800.0,179800.0,0.0,467900.0,,467900.0,41600.0,8000.0,0.0,0.0,,2016,FUV,0.0,,,,,0.0,
7,2419900.0,25600.0,200.0,2281700.0,-4500.0,0.0,57200.0,975100.0,0.0,0.0,-138200.0,1000700.0,6600.0,,-1302200.0,41200.0,-0.0039,-1349300.0,0.0,-39300.0,-8100.0,-4500.0,0.0,,2419900.0,41000.0,5800.0,0.0,0.0,,2015,FUV,0.0,,,,,2419900.0,
0,0.0,32639000.0,-5098600.0,-15700.0,-127300.0,28223500.0,28191000.0,-32536200.0,0.0,,-15700.0,102800.0,-129500.0,4300.0,-31272700.0,27811100.0,0.3884,-59999100.0,0.0,6601100.0,-12088900.0,-1252100.0,0.0,0.0,0.0,518700.0,6013800.0,0.0,0.0,,2022,LTRY,,-1124800.0,,0.0,,,
1,480100.0,10775500.0,-7027200.0,58995000.0,-27500.0,41679200.0,14483100.0,21863500.0,-10012500.0,,16835800.0,32639000.0,-18900.0,-700.0,-23186100.0,32596700.0,-0.1743,-53048200.0,0.0,-1557600.0,-6986100.0,-13944800.0,480100.0,-13399400.0,480100.0,1535400.0,4292600.0,-13399400.0,108300.0,,2021,LTRY,,-517900.0,,0.0,,,
2,650000.0,158500.0,8132000.0,5941900.0,-21900.0,843700.0,16100.0,10617000.0,0.0,,5291900.0,10775500.0,0.0,0.0,4697000.0,843700.0,-0.139,-5812700.0,0.0,-341300.0,7904900.0,-21900.0,650000.0,-2619800.0,650000.0,568300.0,1534000.0,-2619800.0,13939500.0,,2020,LTRY,,0.0,,-679400.0,,,
3,-137130500.0,1255800.0,266400.0,-137375500.0,0.0,-4324100.0,0.0,-1200400.0,0.0,,-245000.0,55500.0,0.0,0.0,-1525400.0,-4324900.0,0.0,2533100.0,0.0,-100.0,-39100.0,137700500.0,-137130500.0,-500000.0,-137130500.0,0.0,0.0,-500000.0,138200500.0,,2019,LTRY,,0.0,,305600.0,,,
4,207727400.0,143400.0,469500.0,206991100.0,0.0,-636300.0,0.0,1112400.0,0.0,,-100000.0,1255800.0,0.0,0.0,-603700.0,-2477200.0,0.0,1404100.0,0.0,159500.0,-63800.0,-205275000.0,207727400.0,-205275000.0,207727400.0,0.0,0.0,-205275000.0,0.0,,2018,LTRY,,0.0,,373800.0,,,
5,-12200.0,56000.0,0.0,87800.0,0.0,-12200.0,0.0,87400.0,0.0,,100000.0,143400.0,0.0,0.0,-400.0,0.0,0.0,-400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2017,LTRY,,0.0,,0.0,,,
6,25000.0,0.0,0.0,448800.0,0.0,-1200.0,0.0,56000.0,0.0,,425000.0,0.0,0.0,0.0,-392800.0,0.0,0.0,-2000.0,0.0,0.0,-390900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1200.0,,2016,LTRY,,0.0,,0.0,,,
0,7200000.0,905100.0,-414800.0,6092600.0,-681500.0,-1013900.0,441000.0,2114000.0,0.0,-43500.0,-93600.0,3019000.0,-800.0,,-3297100.0,462100.0,-0.23,-3554900.0,0.0,42100.0,-521200.0,-681500.0,7200000.0,,7200000.0,108500.0,210600.0,,,,2022,REBN,,,,,,,
1,2688900.0,128600.0,-229300.0,3224500.0,-348200.0,-19200.0,550000.0,776500.0,-150000.0,-73600.0,554800.0,905100.0,3900.0,,-1949800.0,1532400.0,0.0226,-3440400.0,0.0,-27600.0,-132100.0,-498200.0,2688900.0,,2688900.0,100.0,174700.0,,,,2021,REBN,,,,,,,
0,0.0,6065500.0,614400.0,2675300.0,-158800.0,-25400.0,2486200.0,44392000.0,48460900.0,,2700800.0,50457500.0,319700.0,,-5937400.0,7465000.0,-0.5792,-15233400.0,0.0,0.0,-718300.0,48302100.0,0.0,0.0,0.0,1012900.0,1216600.0,0.0,-10400.0,,2022,SBET,0.0,0.0,,,,0.0,-648000.0
1,15868200.0,2585200.0,447900.0,15678100.0,-260200.0,-190200.0,1656700.0,3480300.0,-3951500.0,,0.0,6065500.0,-175600.0,,-6070900.0,26744900.0,-0.0129,-55644100.0,0.0,0.0,-174500.0,-4411700.0,9868200.0,-200000.0,15868200.0,798000.0,206200.0,-200000.0,1741800.0,,2021,SBET,0.0,-201400.0,,,,6000000.0,-1715200.0
2,2629200.0,1801200.0,215400.0,1851400.0,-298300.0,-114400.0,67100.0,784000.0,0.0,,46500.0,2585200.0,558000.0,,-769100.0,21500.0,-0.3005,-1139100.0,0.0,-35000.0,-494400.0,-298300.0,710000.0,0.0,1919200.0,151800.0,133000.0,0.0,-292200.0,,2020,SBET,0.0,-292200.0,,,,1919200.0,0.0
3,1541000.0,1165000.0,-919000.0,1541000.0,-14000.0,147000.0,90000.0,-15000.0,-1000.0,,0.0,1150000.0,-67000.0,,-1541000.0,182000.0,-0.0192,-886000.0,0.0,-144000.0,-819000.0,-15000.0,1541000.0,0.0,1541000.0,111000.0,82000.0,0.0,-1000.0,,2018,SBET,0.0,0.0,,,,0.0,0.0
4,400000.0,1099000.0,-56000.0,400000.0,-50000.0,-4000.0,1000.0,66000.0,-3000.0,,0.0,1165000.0,42000.0,,-422000.0,-62000.0,-0.323,-402000.0,0.0,-77000.0,-146000.0,88000.0,400000.0,0.0,400000.0,125000.0,98000.0,141000.0,-3000.0,,2017,SBET,141000.0,0.0,,,,0.0,0.0
5,700000.0,3444000.0,-4933000.0,700000.0,-509000.0,5019000.0,223000.0,-1936000.0,-1400000.0,,0.0,1508000.0,-1060000.0,,-726000.0,3503000.0,-0.7547,-5221000.0,0.0,789000.0,-5030000.0,-1910000.0,700000.0,0.0,700000.0,368000.0,5925000.0,-1000.0,-380000.0,,2016,SBET,-1000.0,0.0,,,,0.0,0.0
6,551000.0,4864000.0,-1661000.0,551000.0,-519000.0,6309000.0,190000.0,-1420000.0,-2264000.0,,0.0,3444000.0,430000.0,,818000.0,62000.0,-1.692,-4739000.0,0.0,1676000.0,-2253000.0,-2789000.0,551000.0,0.0,551000.0,-1514000.0,7156000.0,-6000.0,-411000.0,,2015,SBET,-6000.0,0.0,,,,0.0,0.0
7,790000.0,2530000.0,-216000.0,790000.0,-60000.0,283000.0,47000.0,666000.0,0.0,,0.0,3196000.0,-30000.0,,-64000.0,11000.0,-0.6188,-192000.0,0.0,-15000.0,-94000.0,-60000.0,790000.0,0.0,790000.0,-77000.0,333000.0,0.0,0.0,,2019,SBET,0.0,0.0,,,,0.0,0.0
8,14000.0,6369000.0,-160000.0,14000.0,-41000.0,0.0,69000.0,-1505000.0,0.0,,0.0,4864000.0,436000.0,,-1482000.0,4000.0,-3.6618,-1610000.0,0.0,0.0,-669000.0,-37000.0,14000.0,0.0,14000.0,73000.0,284000.0,4000.0,0.0,,2014,SBET,4000.0,0.0,,,,0.0,0.0
9,90000.0,4190000.0,-8000.0,90000.0,-62000.0,0.0,107000.0,2179000.0,0.0,,0.0,6369000.0,156000.0,,2147000.0,433000.0,-1.6391,1406000.0,0.0,-25000.0,83000.0,-58000.0,90000.0,0.0,90000.0,-222000.0,316000.0,4000.0,0.0,,2013,SBET,4000.0,0.0,,,,0.0,0.0
0,12978000.0,4809800.0,-100100.0,8679900.0,-3300.0,0.0,1148100.0,-2896200.0,2939900.0,,-3495600.0,1913600.0,208900.0,1233800.0,-15746500.0,10117100.0,6.9308,-32285500.0,0.0,,-1197200.0,2936600.0,9019000.0,,12978000.0,888200.0,6522000.0,,0.0,0.0,2023,GMBL,,0.0,-802500.0,,-802500.0,3959000.0,
1,25177800.0,23360400.0,8842900.0,23488300.0,22100.0,-1016300.0,5165700.0,-18550600.0,-20067900.0,,-171700.0,4809800.0,-134000.0,-952000.0,-21006400.0,59849400.0,2.6053,-102232100.0,0.0,,3947600.0,-20080400.0,17578500.0,,25177900.0,5029300.0,12533300.0,,-1016300.0,0.0,2022,GMBL,,-34600.0,-501600.0,,-501600.0,7599300.0,
2,53924900.0,12353300.0,153600.0,86356200.0,-62400.0,-2485000.0,4129700.0,11007100.0,-55340600.0,,34916300.0,23360400.0,76000.0,-332900.0,-18883000.0,3762000.0,-0.0949,-26372700.0,0.0,,-4235300.0,-56133300.0,53924900.0,,53924900.0,4312900.0,3578800.0,,0.0,0.0,2021,GMBL,,-730200.0,0.0,,0.0,0.0,
3,15993800.0,43400.0,147500.0,15079600.0,0.0,-1844300.0,1614200.0,12309900.0,-500000.0,,930000.0,12353300.0,0.0,0.0,-2269700.0,7913600.0,0.0,-10351400.0,0.0,,-123800.0,-500000.0,15993800.0,,15993800.0,271400.0,20600.0,,0.0,0.0,2020,GMBL,,0.0,0.0,,0.0,0.0,
4,318500.0,100200.0,252500.0,1975800.0,0.0,-342700.0,699900.0,-56800.0,0.0,,2000000.0,43400.0,0.0,0.0,-2020500.0,4057100.0,0.0,-6381400.0,0.0,,55900.0,-12100.0,318500.0,,318500.0,196600.0,51200.0,,-12100.0,0.0,2019,GMBL,,0.0,0.0,,0.0,0.0,
5,753400.0,0.0,0.0,1005300.0,0.0,652000.0,0.0,-445900.0,0.0,,0.0,0.0,-14800.0,0.0,-1370500.0,0.0,0.0,0.0,0.0,,224000.0,-80800.0,0.0,,0.0,210400.0,12100.0,,251900.0,0.0,2018,GMBL,,0.0,0.0,,0.0,0.0,
6,1166400.0,0.0,0.0,1087700.0,0.0,290200.0,0.0,498200.0,0.0,,-60000.0,0.0,-300.0,0.0,-482300.0,0.0,0.0,0.0,0.0,,46300.0,-107200.0,0.0,,0.0,29000.0,700.0,,-22300.0,0.0,2017,GMBL,,0.0,0.0,,0.0,0.0,
7,116000.0,0.0,0.0,186000.0,0.0,77100.0,0.0,-52900.0,0.0,,50000.0,0.0,0.0,0.0,-238900.0,0.0,0.0,-337700.0,0.0,,-5200.0,0.0,0.0,,0.0,0.0,0.0,,20000.0,0.0,2016,GMBL,,0.0,0.0,,0.0,0.0,
0,-2000000.0,33791000.0,-38271000.0,34809000.0,-1420000.0,-109000.0,179000.0,-13292000.0,0.0,9681000.0,36918000.0,20499000.0,-16356000.0,,-46681000.0,-3556000.0,0.016,-125965000.0,0.0,-21523000.0,-8865000.0,-1420000.0,-2000000.0,,-2000000.0,-1208000.0,121111000.0,,,0.0,2022,POL,,,0.0,0.0,,,
1,196766000.0,9912000.0,-24874000.0,247041000.0,-1899000.0,-30000.0,879000.0,23879000.0,-202935000.0,-26580000.0,50305000.0,33791000.0,-6811000.0,,-18328000.0,6529000.0,0.0041,-7582000.0,0.0,-10855000.0,-5013000.0,-204834000.0,196766000.0,,196766000.0,24385000.0,7599000.0,,,0.0,2021,POL,,,0.0,-4908000.0,,,
