,Net Aquisitions,Dividends Paid (Total),Change in other assets and liabilities,Other financial activities,Repayment/Issuance of Debt (Net),Capital Stock Change,Financing cash flow,Beginning Cash,Investments Change (Net),Net Income,Change in inventories,Stock Based Compensation,Dividends Paid (Common),Ending Cash,Issuance/Purchase of Shares,Assets Liabilities Change (Total),Accounts Receivable Change,Change in Cash,Non Cash Items (Other),Operating Cash Flow,Other investing activities,"Equity Repurchase (Common, Net)",Net Cash/Marketcap,Change in payables and accrued liability,Depreciation & Amortization,Short Term Investments Change (Net),Investing cash flow,Accounts Payable Change,Capital expenditures,Long-Term Investments Change (Net),Change in intangibles (net),year,ticker,Income tax paid,Exchange Rate Adjustment,Other operating activities,Discontinued Operations and Adjustments,"Equity Repurchase (Preffered, Net)",Dividends Paid (Preffered)
3,-4660000.0,,-17450000.0,-3099000.0,-11989000.0,43132000.0,28044000.0,35648000.0,0.0,-13263000.0,4802000.0,3508000.0,0.0,33635000.0,43132000.0,-24526000.0,-23072000.0,-2013000.0,8305000.0,-22702000.0,0.0,43132000.0,0.0182,854000.0,6782000.0,0.0,-6974000.0,10340000.0,-2314000.0,,0.0,2019,DZSI,,-381000.0,,,,
4,0.0,,-3336000.0,3049000.0,18089000.0,914000.0,19003000.0,31412000.0,0.0,2836000.0,-9359000.0,2080000.0,0.0,35648000.0,914000.0,-21007000.0,-10287000.0,4236000.0,3251000.0,-12218000.0,0.0,914000.0,0.0488,-3727000.0,2702000.0,0.0,-1180000.0,5702000.0,-1180000.0,,0.0,2018,DZSI,,-1369000.0,,,,
5,1880000.0,,-3526000.0,4911000.0,1387000.0,121000.0,1508000.0,24543000.0,1034000.0,1173000.0,6233000.0,902000.0,0.0,31412000.0,121000.0,-5084000.0,-4507000.0,6869000.0,1996000.0,1902000.0,1880000.0,121000.0,0.2159,292000.0,3817000.0,1034000.0,1758000.0,-3576000.0,-1066000.0,,-90000.0,2017,DZSI,,1701000.0,,,,
6,7013000.0,,3074000.0,94000.0,2733000.0,0.0,2733000.0,13859000.0,-1034000.0,-15328000.0,-1835000.0,336000.0,0.0,24543000.0,0.0,13136000.0,-2350000.0,10684000.0,2515000.0,3496000.0,302000.0,0.0,-0.0197,9759000.0,3173000.0,-1034000.0,4919000.0,4488000.0,-1301000.0,,-61000.0,2016,DZSI,,-464000.0,,,,
7,-548000.0,,196000.0,-2760000.0,154000.0,1800000.0,-806000.0,6007000.0,-1856000.0,-3339000.0,5861000.0,0.0,0.0,9095000.0,1800000.0,7408000.0,11442000.0,3088000.0,-1222000.0,4251000.0,1121000.0,1800000.0,0.1715,-3415000.0,1404000.0,-1856000.0,153000.0,-6676000.0,1436000.0,,0.0,2015,DZSI,,-510000.0,,,,
8,0.0,,-9412000.0,25000.0,6965000.0,1800000.0,8790000.0,16854000.0,-1690000.0,1837000.0,-4792000.0,0.0,0.0,6007000.0,1800000.0,-20785000.0,-16554000.0,-10847000.0,-2498000.0,-19510000.0,278000.0,1800000.0,-0.1416,1541000.0,1936000.0,-1690000.0,129000.0,8432000.0,1541000.0,,0.0,2014,DZSI,,-256000.0,,,,
9,0.0,,275000.0,0.0,0.0,1032000.0,1032000.0,11119000.0,0.0,4314000.0,1842000.0,424000.0,0.0,15686000.0,1032000.0,509000.0,-6082000.0,4567000.0,-1002000.0,4188000.0,0.0,1032000.0,-0.0935,-986000.0,367000.0,0.0,-502000.0,5460000.0,-502000.0,,0.0,2013,DZSI,,-151000.0,,,,
0,-5875000.0,0.0,8297100.0,44326400.0,0.0,0.0,0.0,240926600.0,26549100.0,-45757200.0,-185500.0,3904000.0,0.0,252227100.0,0.0,-4903400.0,2882100.0,11300500.0,44245800.0,4296800.0,0.0,0.0,-13.7293,-14110000.0,10711500.0,26549100.0,6609400.0,-1787100.0,-3803900.0,0.0,-10260800.0,2022,EBON,0.0,394300.0,0.0,,,
1,0.0,0.0,-7895500.0,-5671900.0,-771600.0,254727700.0,248284200.0,14123800.0,2008200.0,2767800.0,-5392800.0,707000.0,0.0,240926600.0,254727700.0,-30723000.0,333900.0,226802900.0,5847300.0,-15849800.0,-5671900.0,254727700.0,-1.4212,-18329100.0,6258100.0,2008200.0,-6511000.0,559800.0,-6153800.0,0.0,-2365500.0,2021,EBON,700.0,879500.0,0.0,,,
2,53400.0,0.0,1215100.0,-10883600.0,-22132600.0,114191600.0,92059000.0,5778200.0,-40835000.0,-32110900.0,9725200.0,0.0,0.0,14123800.0,114191600.0,-6640200.0,-1352000.0,8345600.0,15763700.0,-15827300.0,-18026800.0,114191600.0,0.0,-6993400.0,7160100.0,-40835000.0,-63180500.0,-9234400.0,-10471100.0,-40835000.0,-11927900.0,2020,EBON,-700.0,-4705600.0,0.0,,,
3,0.0,0.0,-13281900.0,-3438300.0,11986000.0,0.0,8547800.0,19481300.0,-2400.0,-41073100.0,49197100.0,0.0,0.0,5778200.0,0.0,12219400.0,13251400.0,-13703100.0,6502100.0,-13260200.0,0.0,0.0,0.0,2416300.0,9091400.0,-2400.0,-5809200.0,-31546500.0,-5806800.0,0.0,0.0,2019,EBON,-7817100.0,-3181500.0,0.0,,,
4,0.0,0.0,-72835600.0,-6891400.0,20265300.0,585700.0,13959700.0,133009100.0,23100.0,-11814300.0,-83666100.0,0.0,0.0,19481300.0,585700.0,-162243400.0,-7045400.0,-113527800.0,60872900.0,-108232000.0,-5909500.0,585700.0,0.0,-3851000.0,4952700.0,23100.0,-6284600.0,13633800.0,-5935700.0,0.0,-372000.0,2018,EBON,-8479100.0,-12970900.0,0.0,,,
5,0.0,0.0,0.0,381800.0,-9982100.0,14759500.0,4777400.0,0.0,0.0,0.0,-37544600.0,0.0,0.0,0.0,0.0,0.0,-111315800.0,117552800.0,0.0,122493500.0,0.0,0.0,0.0,202560000.0,3239500.0,0.0,-9556800.0,0.0,0.0,0.0,0.0,2017,EBON,0.0,0.0,0.0,,,
6,0.0,-1371100.0,0.0,365000.0,5644600.0,0.0,4273500.0,0.0,0.0,1872600.0,-4953700.0,0.0,0.0,0.0,0.0,0.0,-6601600.0,-3231400.0,0.0,-8124700.0,0.0,0.0,0.0,-75300.0,1472900.0,0.0,454400.0,0.0,0.0,0.0,0.0,2016,EBON,0.0,0.0,0.0,,,
7,0.0,0.0,0.0,-6200.0,0.0,11199600.0,11199600.0,0.0,0.0,3856100.0,1082300.0,0.0,0.0,0.0,0.0,0.0,-3738000.0,13484200.0,0.0,2346200.0,0.0,0.0,0.0,3908700.0,999200.0,0.0,-63800.0,0.0,0.0,0.0,0.0,2015,EBON,0.0,0.0,0.0,,,
0,0.0,,-25588000.0,-245000.0,17986000.0,0.0,17741000.0,1707000.0,-188000.0,5157000.0,17403000.0,254000.0,0.0,3603000.0,0.0,-26924000.0,-14760000.0,1896000.0,432000.0,-11311000.0,3500000.0,0.0,2.1197,1515000.0,10024000.0,,-4534000.0,-5494000.0,-7846000.0,-188000.0,,2023,KTCC,,,,,,
1,0.0,,-6729000.0,-118000.0,11310000.0,0.0,11192000.0,3473000.0,-1252000.0,3377000.0,-19362000.0,293000.0,0.0,1707000.0,0.0,-22776000.0,-25619000.0,-1766000.0,6486000.0,-4907000.0,-1252000.0,0.0,2.3596,365000.0,8006000.0,,-8051000.0,28569000.0,-6799000.0,-1252000.0,,2022,KTCC,,,,,,
2,0.0,,6877000.0,-1499000.0,30073000.0,0.0,28574000.0,553000.0,0.0,4341000.0,-23062000.0,192000.0,0.0,3473000.0,0.0,-26842000.0,-24318000.0,2920000.0,222000.0,-15052000.0,-882000.0,0.0,1.4066,1043000.0,7227000.0,,-10602000.0,12618000.0,-10602000.0,0.0,,2021,KTCC,,,,,,
3,0.0,,-9028000.0,-84000.0,34617000.0,0.0,34533000.0,601000.0,0.0,4758000.0,-14725000.0,266000.0,0.0,553000.0,0.0,-41706000.0,-28254000.0,-48000.0,323000.0,-31004000.0,4350000.0,0.0,1.2482,3669000.0,5621000.0,,-3577000.0,6632000.0,-7927000.0,0.0,,2020,KTCC,,,,,,
4,0.0,,-8384000.0,-15000.0,1263000.0,0.0,1248000.0,343000.0,0.0,-7982000.0,-1417000.0,436000.0,0.0,601000.0,0.0,-10430000.0,3344000.0,258000.0,-445000.0,919000.0,6455000.0,0.0,0.6555,-1346000.0,19776000.0,,-1909000.0,-2627000.0,-8364000.0,0.0,,2019,KTCC,,,,,,
5,0.0,,-8410000.0,-21000.0,-7984000.0,0.0,-8005000.0,373000.0,0.0,-1325000.0,-18101000.0,447000.0,0.0,343000.0,0.0,-6818000.0,-1327000.0,-30000.0,3461000.0,3122000.0,8335000.0,0.0,0.4382,-1900000.0,7804000.0,,4853000.0,22920000.0,-3482000.0,0.0,,2018,KTCC,,,,,,
6,0.0,,-5821000.0,-343000.0,-1254000.0,0.0,-1597000.0,1018000.0,0.0,5617000.0,4920000.0,692000.0,0.0,373000.0,0.0,-11458000.0,-5102000.0,-645000.0,876000.0,2284000.0,7141000.0,0.0,0.5768,434000.0,7249000.0,,-1332000.0,-5889000.0,-8473000.0,0.0,,2017,KTCC,,,,,,
7,0.0,,-564000.0,289000.0,1442000.0,0.0,1731000.0,372000.0,0.0,6533000.0,-16169000.0,764000.0,0.0,1018000.0,0.0,-8054000.0,11136000.0,646000.0,-61000.0,4580000.0,402000.0,0.0,0.6226,104000.0,6162000.0,,-5665000.0,-2561000.0,-5665000.0,0.0,,2016,KTCC,,,,,,
8,-47964000.0,,-3442000.0,-7865000.0,42881000.0,17000.0,35033000.0,5803000.0,0.0,4304000.0,-14708000.0,732000.0,0.0,372000.0,17000.0,-2514000.0,-2080000.0,-5431000.0,-33000.0,7667000.0,0.0,17000.0,0.4122,-283000.0,5910000.0,,-48131000.0,17999000.0,-167000.0,0.0,,2015,KTCC,,,,,,
9,-6027000.0,,-3296000.0,7842000.0,-576000.0,50000.0,7316000.0,10819000.0,0.0,7613000.0,-10450000.0,659000.0,0.0,5803000.0,50000.0,-10224000.0,-2686000.0,-5016000.0,240000.0,1458000.0,0.0,50000.0,0.0238,149000.0,3829000.0,,-13790000.0,6059000.0,-7763000.0,0.0,,2014,KTCC,,,,,,
0,,-2029000.0,857000.0,1238000.0,4117000.0,0.0,2088000.0,10580000.0,0.0,-11633000.0,-5208000.0,675000.0,-2029000.0,1918000.0,0.0,-28000.0,-2557000.0,-8662000.0,1238000.0,-9000000.0,,0.0,0.0762,-135000.0,1423000.0,,-1750000.0,7015000.0,-1750000.0,0.0,,2022,BKTI,,,,,,
1,,-1172000.0,678000.0,1438000.0,2013000.0,11559000.0,12400000.0,6826000.0,0.0,-1701000.0,-7133000.0,559000.0,-1172000.0,10580000.0,11559000.0,-7617000.0,-1763000.0,3754000.0,1622000.0,-6302000.0,,11559000.0,-0.2362,-163000.0,1394000.0,,-2344000.0,764000.0,-2344000.0,0.0,,2021,BKTI,,,,,,
2,,-1002000.0,774000.0,1085000.0,-77000.0,-269000.0,-1348000.0,4676000.0,0.0,194000.0,3932000.0,271000.0,-1002000.0,6826000.0,-269000.0,1748000.0,-2502000.0,2150000.0,1158000.0,4444000.0,,-269000.0,-0.157,-265000.0,1344000.0,,-946000.0,-191000.0,-946000.0,0.0,,2020,BKTI,,,,,,
3,,-1018000.0,1701000.0,-269000.0,406000.0,-1039000.0,-1651000.0,11268000.0,0.0,-2636000.0,-2241000.0,148000.0,-1018000.0,4676000.0,-1039000.0,78000.0,1757000.0,-6592000.0,-1147000.0,-2486000.0,,-1039000.0,-0.099,-854000.0,1219000.0,,-2455000.0,-285000.0,-2455000.0,0.0,,2019,BKTI,,,,,,
4,,-1083000.0,-438000.0,2881000.0,0.0,-3282000.0,-4365000.0,7147000.0,4594000.0,-195000.0,2930000.0,95000.0,-1083000.0,11268000.0,-3282000.0,1859000.0,-197000.0,4121000.0,2703000.0,5288000.0,,-3282000.0,-0.2228,-60000.0,921000.0,,3198000.0,-376000.0,-1396000.0,4594000.0,,2018,BKTI,,,,,,
5,,-3026000.0,705000.0,-1458000.0,0.0,-465000.0,-3491000.0,10910000.0,2642000.0,-3626000.0,-508000.0,55000.0,-3026000.0,7147000.0,-465000.0,3019000.0,-2076000.0,-3763000.0,-2621000.0,-2286000.0,,-465000.0,-0.347,900000.0,942000.0,,2014000.0,3998000.0,-628000.0,2642000.0,,2017,BKTI,,,,,,
6,,-2473000.0,1716000.0,638000.0,0.0,-132000.0,-2605000.0,4669000.0,-481000.0,2689000.0,2103000.0,49000.0,-2473000.0,10910000.0,-132000.0,5334000.0,657000.0,6241000.0,1756000.0,10721000.0,,-132000.0,-0.1635,1170000.0,942000.0,,-1875000.0,-312000.0,-1394000.0,-481000.0,,2016,BKTI,,,,,,
7,,0.0,-1127000.0,0.0,0.0,92000.0,92000.0,11363000.0,-2761000.0,1041000.0,-4224000.0,57000.0,0.0,4669000.0,92000.0,-5330000.0,-856000.0,-6694000.0,439000.0,-2936000.0,,92000.0,-0.0861,-5000.0,914000.0,,-3850000.0,882000.0,-1089000.0,-2761000.0,,2015,BKTI,,,,,,
8,,0.0,126000.0,0.0,0.0,144000.0,144000.0,7945000.0,0.0,1623000.0,-546000.0,46000.0,0.0,11363000.0,144000.0,268000.0,-387000.0,3418000.0,895000.0,3971000.0,,144000.0,-0.1732,622000.0,1185000.0,,-697000.0,453000.0,-697000.0,0.0,,2014,BKTI,,,,,,
9,,0.0,-1282000.0,0.0,0.0,52000.0,52000.0,6581000.0,0.0,1142000.0,1642000.0,42000.0,0.0,7945000.0,52000.0,-1342000.0,-827000.0,1364000.0,715000.0,1990000.0,,52000.0,-0.1344,-693000.0,1475000.0,,-678000.0,-182000.0,-678000.0,0.0,,2013,BKTI,,,,,,
0,0.0,,38100.0,2565800.0,2247100.0,-300500.0,1946600.0,5101200.0,4313200.0,-2229100.0,-8748600.0,1991100.0,0.0,3112200.0,-300500.0,-12518600.0,-6253000.0,-1989000.0,5890100.0,-7806000.0,-217700.0,-300500.0,-0.1567,-70100.0,1051500.0,4313200.0,3908300.0,2515000.0,-529900.0,,125000.0,2022,OSS,,-37800.0,,,,
1,0.0,,243400.0,-811300.0,-348500.0,9590500.0,8430700.0,6316900.0,-14546800.0,2332800.0,-2969800.0,1695100.0,0.0,5101200.0,9590500.0,1308700.0,2327500.0,-1215700.0,354300.0,5622600.0,-811400.0,9590500.0,-0.1575,623600.0,1626900.0,-14546800.0,-15110600.0,1084000.0,-563800.0,,0.0,2021,OSS,,-158400.0,,,,
2,0.0,,-246300.0,986500.0,2612200.0,-503000.0,2109200.0,5185300.0,0.0,-6500.0,-2007000.0,724400.0,0.0,6316900.0,-503000.0,-2234600.0,4286300.0,1131600.0,62300.0,-250200.0,-684900.0,-503000.0,-0.0141,-1118900.0,1928700.0,0.0,-818800.0,-3148800.0,-818800.0,,0.0,2020,OSS,,91300.0,,,,
3,0.0,,211300.0,-212600.0,518600.0,2616000.0,2922100.0,2272300.0,0.0,-900300.0,-707700.0,649500.0,0.0,5185300.0,2616000.0,-620200.0,-1165600.0,2913100.0,2247400.0,2374900.0,-132000.0,2616000.0,-0.0947,617200.0,1648000.0,0.0,-2385200.0,424600.0,-2385200.0,,0.0,2019,OSS,,1300.0,,,,
4,-5320500.0,,-275700.0,-1810900.0,-5560500.0,19271600.0,11900200.0,185700.0,0.0,-1136300.0,346200.0,527300.0,0.0,2272300.0,19271600.0,-3014900.0,-2563500.0,2100200.0,-980100.0,-3890800.0,-341600.0,19271600.0,-0.0649,938700.0,1240500.0,0.0,-5909200.0,-1460500.0,-588700.0,,0.0,2018,OSS,,-13700.0,,,,
5,0.0,,-835400.0,750000.0,123300.0,105500.0,978800.0,14200.0,0.0,96600.0,-1121300.0,160100.0,0.0,185700.0,105500.0,-728300.0,-254000.0,171500.0,-552500.0,-381800.0,0.0,105500.0,0.1315,204200.0,802400.0,0.0,-425500.0,1278100.0,-425500.0,,0.0,2017,OSS,,0.0,,,,
6,68300.0,,36600.0,604500.0,382800.0,17600.0,400400.0,25100.0,0.0,-184400.0,819500.0,77600.0,0.0,14200.0,17600.0,-380600.0,-1583300.0,-10900.0,-156100.0,-273200.0,0.0,17600.0,0.1315,205800.0,448000.0,0.0,-138000.0,140800.0,-206300.0,,0.0,2016,OSS,,0.0,,,,
0,-4525000.0,,1600000.0,-1403000.0,-3000.0,154000.0,-1252000.0,2587000.0,,3111000.0,-2177000.0,577000.0,0.0,7642000.0,154000.0,5631000.0,-3630000.0,5055000.0,1102000.0,12309000.0,,154000.0,-0.1244,914000.0,2465000.0,,-6002000.0,8924000.0,-1477000.0,,,2022,DPSI,,,,,,
1,-170000.0,,-660000.0,-25000.0,-1206000.0,2000.0,-1229000.0,2005000.0,,1414000.0,-1227000.0,1003000.0,0.0,2587000.0,2000.0,-52000.0,4136000.0,582000.0,-421000.0,2352000.0,,2000.0,-0.185,278000.0,1411000.0,,-541000.0,-2579000.0,-371000.0,,,2021,DPSI,,,,,,
2,-3409000.0,,1518000.0,-53000.0,-1256000.0,0.0,-1309000.0,2620000.0,,2861000.0,2945000.0,87000.0,0.0,2005000.0,0.0,-511000.0,-5853000.0,-615000.0,798000.0,4196000.0,,0.0,-0.185,294000.0,1048000.0,,-3502000.0,585000.0,-93000.0,,,2020,DPSI,,,,,,
3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.185,0.0,0.0,,0.0,0.0,0.0,,,2016,DPSI,,,,,,
4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.185,0.0,0.0,,0.0,0.0,0.0,,,2014,DPSI,,,,,,
5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.185,0.0,0.0,,0.0,0.0,0.0,,,2013,DPSI,,,,,,
0,8000000.0,-6455000.0,-5814000.0,-83000.0,0.0,-6738000.0,-13276000.0,31504000.0,0.0,-7716000.0,,5461000.0,0.0,21921000.0,-6738000.0,-11206000.0,14000.0,-9583000.0,3049000.0,17359000.0,-83000.0,0.0,2.2463,-8430000.0,33232000.0,0.0,-13166000.0,3024000.0,-21166000.0,,0.0,2022,SNCR,,-500000.0,,,-6738000.0,-6455000.0
1,0.0,-1781000.0,-20216000.0,-19442000.0,131077000.0,-93666000.0,16188000.0,33671000.0,0.0,-23098000.0,,9343000.0,0.0,31504000.0,-93666000.0,-19527000.0,-748000.0,-2167000.0,12177000.0,4945000.0,548000.0,109999000.0,0.6907,3468000.0,35393000.0,0.0,-23943000.0,-2031000.0,-24493000.0,,550000.0,2021,SNCR,,643000.0,,,-203665000.0,-1781000.0
2,0.0,0.0,-51476000.0,-9000.0,10000000.0,0.0,9991000.0,39001000.0,11000.0,-10358000.0,,11137000.0,0.0,33671000.0,0.0,-46002000.0,11703000.0,-5330000.0,13124000.0,-564000.0,3591000.0,0.0,0.4561,898000.0,42672000.0,11000.0,-14339000.0,-7127000.0,-17550000.0,,3200000.0,2020,SNCR,,-418000.0,,,0.0,0.0
3,0.0,-7075000.0,-13299000.0,-15000.0,-114206000.0,39000.0,-121257000.0,109860000.0,35139000.0,-103467000.0,,22287000.0,0.0,39001000.0,39000.0,8586000.0,10891000.0,-70859000.0,50176000.0,32583000.0,5453000.0,39000.0,0.1575,2115000.0,77288000.0,35139000.0,19377000.0,8879000.0,-21191000.0,,5429000.0,2019,SNCR,,-1562000.0,,,0.0,-7075000.0
4,-9734000.0,-7075000.0,-6488000.0,54704000.0,-115030000.0,86220000.0,-35885000.0,246125000.0,-31520000.0,-245280000.0,,27604000.0,0.0,109860000.0,86220000.0,-39231000.0,-21521000.0,-136265000.0,145549000.0,-31369000.0,-113696000.0,0.0,0.405,-18068000.0,107593000.0,-31520000.0,-67282000.0,6846000.0,-11656000.0,,-14372000.0,2018,SNCR,,-1729000.0,,,86220000.0,-7075000.0
5,126663000.0,0.0,-29119000.0,-7310000.0,-31985000.0,3631000.0,-35664000.0,211433000.0,12760000.0,-194224000.0,,22495000.0,0.0,246125000.0,3631000.0,-13883000.0,29283000.0,34692000.0,82920000.0,-18248000.0,-19908000.0,3631000.0,2.1055,-4949000.0,106939000.0,12760000.0,98245000.0,-9098000.0,-12151000.0,,-9119000.0,2017,SNCR,,-9641000.0,,,0.0,0.0
6,-58987000.0,0.0,89143000.0,-1346000.0,25185000.0,-24209000.0,-370000.0,147872000.0,69459000.0,-93869000.0,,34178000.0,0.0,211433000.0,-24209000.0,57881000.0,-13650000.0,63561000.0,42613000.0,104559000.0,27335000.0,-24209000.0,0.0258,-17612000.0,97934000.0,69459000.0,-39775000.0,0.0,-42570000.0,,-7677000.0,2016,SNCR,,-853000.0,,,0.0,0.0
7,-101502000.0,0.0,11602000.0,-4468000.0,-2021000.0,21838000.0,15349000.0,235967000.0,-33359000.0,-37782000.0,,31404000.0,0.0,147872000.0,21838000.0,-16645000.0,-19774000.0,-88095000.0,72158000.0,91986000.0,0.0,21838000.0,0.0163,-710000.0,74255000.0,-33359000.0,-195080000.0,-7763000.0,-57666000.0,,-2553000.0,2015,SNCR,,-350000.0,,,0.0,0.0
8,-38085000.0,0.0,-11352000.0,-22204000.0,228485000.0,31680000.0,237961000.0,63512000.0,-41010000.0,38895000.0,,28987000.0,0.0,235967000.0,31680000.0,-41705000.0,-50924000.0,172455000.0,33173000.0,87321000.0,0.0,31680000.0,-0.0283,16402000.0,56958000.0,-41010000.0,-152980000.0,4169000.0,-73885000.0,,0.0,2014,SNCR,,153000.0,,,0.0,0.0
9,-6677000.0,0.0,-14749000.0,1035000.0,-1597000.0,20670000.0,20108000.0,36028000.0,6459000.0,23351000.0,,25214000.0,0.0,63512000.0,20670000.0,-11389000.0,10167000.0,27484000.0,27710000.0,81092000.0,0.0,20670000.0,-0.0524,-7155000.0,41420000.0,6459000.0,-73652000.0,348000.0,-73434000.0,,0.0,2013,SNCR,,-64000.0,,,0.0,0.0
0,0.0,,5444100.0,389500.0,1529200.0,17640000.0,19558700.0,664600.0,0.0,3551700.0,-22433100.0,,0.0,18426600.0,17640000.0,-5485700.0,-2608300.0,17762000.0,-22100.0,-1854500.0,350200.0,17640000.0,-0.3021,14111600.0,101700.0,,-339700.0,14111600.0,-339700.0,0.0,0.0,2021,AGMH,0.0,397500.0,,,,
1,0.0,,54600.0,-439400.0,-116600.0,667900.0,111900.0,2076600.0,0.0,-1097100.0,0.0,,0.0,664600.0,667900.0,56400.0,0.0,-1412000.0,-644700.0,-1652000.0,-400.0,667900.0,-0.0003,1800.0,33400.0,,-1200.0,1800.0,-800.0,0.0,0.0,2020,AGMH,0.0,129400.0,,,,
2,-400000.0,,1389800.0,-526300.0,15500.0,0.0,-526300.0,7865300.0,361900.0,-1485900.0,0.0,,0.0,2076600.0,0.0,1308400.0,-67100.0,-5788800.0,-69200.0,-196400.0,-4971600.0,0.0,-0.002,-76400.0,50300.0,,-5010400.0,-76400.0,-700.0,361900.0,0.0,2019,AGMH,-5000.0,-55700.0,,,,
3,0.0,,-1826800.0,334200.0,757900.0,5728800.0,6063100.0,4628400.0,-378000.0,-1786300.0,0.0,,0.0,7865300.0,5728800.0,-1180100.0,580000.0,3237000.0,-249600.0,-2833200.0,334300.0,5728800.0,-0.0114,66700.0,382700.0,,-435500.0,66700.0,-57500.0,-378000.0,0.0,2018,AGMH,0.0,442600.0,,,,
4,0.0,,-8700.0,-2794200.0,-2667000.0,1170000.0,-1624200.0,4224200.0,0.0,4419500.0,0.0,,0.0,7696700.0,1170000.0,728400.0,891500.0,3472500.0,1169100.0,6563500.0,-2794200.0,1170000.0,0.0,-159500.0,246500.0,,-1403700.0,-159500.0,-44300.0,0.0,-1359400.0,2017,AGMH,5100.0,-63200.0,,,,
5,0.0,,1174000.0,3571000.0,0.0,830000.0,4401000.0,9000.0,0.0,2350100.0,0.0,,0.0,4224200.0,830000.0,-763600.0,-1947300.0,4215200.0,0.0,1612500.0,3571000.0,830000.0,0.0,9700.0,26000.0,,-1786800.0,9700.0,-55700.0,0.0,-1731100.0,2016,AGMH,0.0,-11400.0,,,,
6,0.0,,-2400.0,16100.0,0.0,0.0,16100.0,0.0,0.0,-150600.0,0.0,,0.0,0.0,0.0,0.0,0.0,9000.0,0.0,-6700.0,16100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2015,AGMH,0.0,0.0,,,,
0,,,-157105000.0,0.0,-3960000.0,-277000.0,-4237000.0,96431000.0,0.0,-37871000.0,,6439000.0,0.0,69841000.0,-277000.0,-155151000.0,0.0,-26590000.0,49842000.0,-20848000.0,0.0,-277000.0,0.4123,2719000.0,122332000.0,0.0,-1505000.0,-765000.0,-1505000.0,,,2022,KPLT,0.0,,0.0,,0.0,
1,,,-203205000.0,-111139000.0,136565000.0,678000.0,26104000.0,69597000.0,0.0,21206000.0,,13020000.0,0.0,96431000.0,678000.0,-232539000.0,-28670000.0,26834000.0,66448000.0,2166000.0,-111139000.0,678000.0,0.0237,-1008000.0,147051000.0,0.0,-1436000.0,344000.0,-1436000.0,,,2021,KPLT,0.0,,0.0,,0.0,
2,,,-190779000.0,-182000.0,59964000.0,113000.0,59895000.0,12246000.0,0.0,22531000.0,,351000.0,0.0,69597000.0,113000.0,-201794000.0,-16776000.0,57351000.0,65025000.0,-2142000.0,34000.0,113000.0,0.1066,4993000.0,112096000.0,0.0,-402000.0,768000.0,-436000.0,,,2020,KPLT,-112700.0,,0.0,,0.0,
3,,,-87278000.0,-230400.0,31436000.0,9341000.0,40777000.0,2962000.0,-250000000.0,-18792000.0,,315000.0,0.0,12246000.0,9341000.0,-93360000.0,-8975000.0,9284000.0,32745000.0,-31584000.0,173000.0,2000.0,0.0,3043000.0,47823000.0,-250000000.0,91000.0,-150000.0,-82000.0,,,2019,KPLT,102500.0,,0.0,,9339000.0,
4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017,KPLT,0.0,,0.0,,0.0,
0,0.0,0.0,-521600.0,-534500.0,0.0,267539800.0,267005300.0,0.0,-265514800.0,1876900.0,,,0.0,488000.0,267539800.0,259700.0,,488000.0,-3139100.0,-1002500.0,,267539800.0,,,0.0,,-265514800.0,781200.0,0.0,-265514800.0,,2021,MRDB,,0.0,0.0,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,267540000.0,0.0,-265515000.0,0.0,,,0.0,0.0,267540000.0,-566000.0,,-1352000.0,0.0,-3377000.0,,0.0,,,0.0,,-265515000.0,0.0,0.0,0.0,,2021,MRDB,,0.0,-2811000.0,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,2017,MRDB,,0.0,0.0,,,
3,0.0,0.0,-521600.0,-3139100.0,0.0,267005300.0,267005300.0,0.0,0.0,1876900.0,,,0.0,0.0,0.0,0.0,,488000.0,0.0,-1002500.0,,0.0,,,0.0,,-265514800.0,0.0,0.0,0.0,,2021,MRDB,,0.0,0.0,,,
0,0.0,-5227000.0,-332000.0,344000.0,-71000.0,0.0,-5227000.0,4182000.0,2020000.0,5287000.0,0.0,258000.0,-5227000.0,5265000.0,0.0,-1273000.0,-815000.0,1083000.0,351000.0,4558000.0,-61000.0,0.0,-0.3913,-126000.0,193000.0,2020000.0,1829000.0,,-130000.0,,,2022,MNDO,,-77000.0,,,,
