,Net Aquisitions,Dividends Paid (Total),Change in other assets and liabilities,Other financial activities,Repayment/Issuance of Debt (Net),Capital Stock Change,Financing cash flow,Beginning Cash,Investments Change (Net),Net Income,Change in inventories,Stock Based Compensation,Dividends Paid (Common),Ending Cash,Issuance/Purchase of Shares,Assets Liabilities Change (Total),Accounts Receivable Change,Change in Cash,Non Cash Items (Other),Operating Cash Flow,Other investing activities,"Equity Repurchase (Common, Net)",Net Cash/Marketcap,Change in payables and accrued liability,Depreciation & Amortization,Short Term Investments Change (Net),Investing cash flow,Accounts Payable Change,Capital expenditures,Long-Term Investments Change (Net),Change in intangibles (net),year,ticker,Income tax paid,Exchange Rate Adjustment,Other operating activities,Discontinued Operations and Adjustments,"Equity Repurchase (Preffered, Net)",Dividends Paid (Preffered)
3,,,,107035000.0,13070000.0,0.0,120105000.0,195000.0,,-271729000.0,,,0.0,86966000.0,0.0,-7422000.0,-6132000.0,86771000.0,99603000.0,-24035000.0,0.0,0.0,-0.0369,0.0,53000.0,,-9305000.0,-1290000.0,-223000.0,,-9082000.0,2021,ARQQ,,6000.0,155460000.0,,,
4,,,,-75000.0,75000.0,0.0,0.0,0.0,,-5000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2020,ARQQ,,0.0,0.0,,,
5,,,,0.0,1679700.0,0.0,1679700.0,4226500.0,,0.0,,,0.0,194600.0,0.0,0.0,0.0,-4225100.0,805600.0,-1334100.0,0.0,0.0,0.0,0.0,0.0,,-4570700.0,0.0,-26300.0,,-4544400.0,2020,ARQQ,,193200.0,-2139700.0,,,
6,,,,-528100.0,3706700.0,0.0,3706700.0,0.0,,1037600.0,,,0.0,0.0,0.0,0.0,-57600.0,3916000.0,0.0,3831300.0,0.0,0.0,0.0,3632800.0,300.0,,-3621900.0,0.0,0.0,,0.0,2019,ARQQ,,0.0,0.0,,,
7,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2019,ARQQ,,0.0,0.0,,,
8,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2017,ARQQ,,0.0,0.0,,,
0,-38628000.0,0.0,49554000.0,-26569000.0,28493000.0,-697000.0,1227000.0,324792000.0,-30600000.0,-156559000.0,,27041000.0,0.0,228605000.0,-697000.0,37452000.0,-4886000.0,-96187000.0,70161000.0,-17736000.0,0.0,-697000.0,0.9703,-6519000.0,30325000.0,-30600000.0,-79678000.0,-697000.0,-10450000.0,,0.0,2022,PRCH,,,885000.0,,0.0,
1,-38628000.0,0.0,120198000.0,67788000.0,5747000.0,-697000.0,1227000.0,0.0,0.0,-156559000.0,,0.0,0.0,0.0,0.0,0.0,-75530000.0,-96187000.0,0.0,-17736000.0,-3823000.0,0.0,0.0553,-697000.0,30047000.0,0.0,-79678000.0,0.0,0.0,,0.0,2022,PRCH,,,0.0,,0.0,
2,-256430000.0,0.0,14628000.0,-82052000.0,366572000.0,131029000.0,415549000.0,207453000.0,-2312000.0,-106606000.0,,38592000.0,0.0,324792000.0,131029000.0,-16037000.0,-2905000.0,117339000.0,68195000.0,-34777000.0,0.0,131029000.0,0.0555,-15981000.0,18616000.0,-2312000.0,-263433000.0,-11779000.0,-4691000.0,,0.0,2021,PRCH,,,1055000.0,,0.0,
3,-256430000.0,0.0,31832000.0,-12433000.0,366572000.0,131029000.0,415549000.0,0.0,0.0,-106606000.0,,0.0,0.0,0.0,0.0,0.0,-18248000.0,117339000.0,0.0,-34777000.0,-82052000.0,0.0,-0.3282,-11779000.0,16386000.0,0.0,-263433000.0,0.0,0.0,,0.0,2021,PRCH,,,0.0,,0.0,
4,-7791000.0,0.0,-4848000.0,269481000.0,-15450000.0,5583000.0,259614000.0,7179000.0,0.0,-54032000.0,,11296000.0,0.0,207453000.0,5583000.0,-16499000.0,203000.0,200274000.0,15241000.0,-48669000.0,0.0,869000.0,-0.3075,-15946000.0,6644000.0,0.0,-10671000.0,4092000.0,-2880000.0,,-2601000.0,2020,PRCH,,,-23000.0,,4714000.0,
5,-7791000.0,-30000000.0,-4878000.0,9596000.0,-15450000.0,310716000.0,259614000.0,0.0,0.0,-54032000.0,,0.0,0.0,0.0,0.0,0.0,203000.0,200274000.0,0.0,-48669000.0,-5652000.0,0.0,0.0,4092000.0,6644000.0,0.0,-10671000.0,0.0,0.0,,0.0,2020,PRCH,,,0.0,,0.0,
6,-634000.0,0.0,4947000.0,0.0,31098000.0,3388000.0,34486000.0,7236000.0,0.0,-103319000.0,,35972000.0,0.0,7179000.0,3388000.0,13172000.0,-1840000.0,-57000.0,52855000.0,-29335000.0,0.0,114000.0,0.0,7704000.0,7377000.0,0.0,-5208000.0,2361000.0,-4574000.0,,-4096000.0,2019,PRCH,,,580000.0,,3274000.0,
7,0.0,0.0,-133700.0,-238700.0,-75000.0,174270700.0,174195700.0,0.0,0.0,32100.0,,0.0,0.0,0.0,0.0,0.0,0.0,1412900.0,0.0,-282800.0,-172500000.0,0.0,0.0,23300.0,0.0,0.0,-172500000.0,0.0,0.0,,0.0,2019,PRCH,,,0.0,,0.0,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2017,PRCH,,,0.0,,0.0,
0,0.0,,-17770400.0,2093000.0,-54800.0,-1344600.0,-1399300.0,51591600.0,0.0,-5483200.0,-72800.0,2072000.0,0.0,32343500.0,-1344600.0,-16381400.0,607900.0,-19248100.0,2072000.0,-17036500.0,0.0,-1344600.0,-0.1657,854000.0,2756100.0,0.0,-812200.0,,-812200.0,,,2022,USIO,,,,,,
1,0.0,,27010400.0,1677900.0,126200.0,761300.0,887500.0,22192200.0,0.0,-321600.0,-258100.0,1490000.0,0.0,51591600.0,761300.0,25895000.0,-2267800.0,29399300.0,1531900.0,29784900.0,0.0,761300.0,-0.0816,1410500.0,2679600.0,0.0,-1273000.0,,-1273000.0,,,2021,USIO,,,,,,
2,-5907400.0,,6550500.0,1511300.0,207000.0,9977700.0,9977700.0,12682900.0,0.0,-2906200.0,-8300.0,1475300.0,0.0,22192200.0,9977700.0,6075200.0,-1001900.0,9509300.0,1571300.0,6294500.0,0.0,9977700.0,-0.0526,534900.0,1554200.0,0.0,-6762800.0,,-855400.0,,,2020,USIO,,,,,,
3,0.0,,-2636400.0,1437100.0,2635800.0,1722000.0,1722000.0,15341000.0,0.0,-5115700.0,0.0,1292400.0,0.0,12682900.0,1722000.0,-2076600.0,-59600.0,-2658100.0,1401200.0,-3732700.0,0.0,1722000.0,0.0246,619500.0,2058500.0,0.0,-647400.0,,-647400.0,,,2019,USIO,,,,,,
4,0.0,,-1959100.0,1304900.0,0.0,-982500.0,-982500.0,19778000.0,5000.0,-3775800.0,0.0,1259700.0,0.0,15341000.0,-982500.0,-2161200.0,-244700.0,-4437000.0,1295900.0,-2756400.0,5000.0,-982500.0,-0.1003,42600.0,1884600.0,5000.0,-698100.0,,-703100.0,,,2018,USIO,,,,,,
5,-900000.0,,-817800.0,1080000.0,0.0,2612400.0,2612400.0,19924400.0,50000.0,-3008800.0,0.0,1008300.0,0.0,19778000.0,2612400.0,-492800.0,-133600.0,-146400.0,1307000.0,-936500.0,-600000.0,2612400.0,-0.2024,458600.0,1258100.0,50000.0,-1822300.0,,-372300.0,,,2017,USIO,,,,,,
6,0.0,,9100.0,1530300.0,0.0,-431800.0,-431800.0,4059600.0,0.0,-1196600.0,0.0,1524500.0,0.0,4120700.0,-431800.0,-386800.0,227600.0,61100.0,1524500.0,848400.0,-200000.0,-431800.0,-1.3718,-623600.0,907400.0,0.0,-355600.0,,-155600.0,,,2016,USIO,,,,,,
7,0.0,,-18600.0,0.0,0.0,-48200.0,-48200.0,2803500.0,0.0,1016100.0,0.0,1111200.0,0.0,4059600.0,-48200.0,-533700.0,-98200.0,1256200.0,1111200.0,2090000.0,0.0,-48200.0,-1.4888,-416900.0,496400.0,0.0,-785600.0,,-785600.0,,,2015,USIO,,,,,,
8,0.0,,-85800.0,0.0,0.0,0.0,0.0,833600.0,0.0,3838300.0,0.0,292000.0,0.0,2803500.0,0.0,-543600.0,-452200.0,1969800.0,-1329000.0,2006600.0,0.0,0.0,-1.0486,-5600.0,41000.0,0.0,-36800.0,,-36800.0,,,2014,USIO,,,,,,
9,0.0,,23568500.0,0.0,0.0,-301300.0,-301300.0,3759800.0,0.0,-789000.0,0.0,293100.0,0.0,26573800.0,-301300.0,23637900.0,-181700.0,22814000.0,297100.0,23177600.0,0.0,-301300.0,-3.4083,251200.0,31700.0,0.0,-62400.0,,-62400.0,,,2013,USIO,,,,,,
0,0.0,,-13900.0,-581800.0,-633600.0,0.0,-1215300.0,4084800.0,32290500.0,-27087700.0,-8090700.0,3656700.0,0.0,3260300.0,0.0,-7898500.0,-285500.0,-824500.0,5799000.0,-29199400.0,-250000.0,0.0,-0.3203,-489200.0,966100.0,32290500.0,29590200.0,980700.0,-2450200.0,,,2023,RCAT,,,-978300.0,,,
1,24900.0,,353100.0,-834200.0,-2900700.0,70165200.0,66430300.0,277300.0,-46264700.0,-11689100.0,-2229500.0,3291600.0,0.0,4084800.0,70165200.0,-3460300.0,-74300.0,3807500.0,2499900.0,-16019300.0,0.0,70165200.0,-0.4726,-336200.0,264800.0,-46264700.0,-46603500.0,-1173500.0,-363700.0,,,2022,RCAT,,,-3634600.0,,,
2,-48400.0,,-17500.0,11611400.0,1286800.0,201200.0,1488000.0,236700.0,0.0,-13236200.0,-60000.0,3388200.0,0.0,277300.0,201200.0,480600.0,-72500.0,40700.0,10511400.0,-1399000.0,0.0,201200.0,0.0183,616900.0,1136800.0,0.0,-48400.0,13800.0,0.0,,,2021,RCAT,,,-291600.0,,,
3,46300.0,,163400.0,473900.0,346200.0,152200.0,498500.0,503400.0,0.0,-1601900.0,48800.0,269900.0,0.0,236700.0,152200.0,316500.0,0.0,-266800.0,473900.0,-811600.0,0.0,152200.0,0.025,36200.0,0.0,0.0,46300.0,68100.0,0.0,,,2020,RCAT,,,0.0,,,
4,0.0,,-100000.0,1800.0,0.0,684700.0,686500.0,570300.0,0.0,-751300.0,0.0,0.0,0.0,503400.0,684700.0,-72100.0,0.0,-66900.0,70000.0,-753400.0,0.0,684700.0,0.0,7100.0,0.0,0.0,0.0,20900.0,0.0,,,2019,RCAT,,,0.0,,,
5,0.0,,110600.0,1690000.0,1240000.0,0.0,1240000.0,0.0,0.0,-3313600.0,0.0,0.0,0.0,0.0,0.0,0.0,-11400.0,-553500.0,0.0,-943600.0,125000.0,0.0,0.0,-5500.0,154700.0,0.0,-849800.0,0.0,0.0,,,2018,RCAT,,,0.0,,,
6,0.0,,-11700.0,-4911500.0,1685500.0,0.0,1685500.0,0.0,0.0,2756800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254000.0,0.0,-1517900.0,86400.0,0.0,0.0,314100.0,12600.0,0.0,86400.0,0.0,0.0,,,2017,RCAT,,,0.0,,,
7,0.0,,-18000.0,1875500.0,-2500.0,1825000.0,1822500.0,0.0,0.0,-3376800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302100.0,0.0,-1512100.0,0.0,0.0,0.0,-13200.0,12300.0,0.0,-8300.0,0.0,0.0,,,2016,RCAT,,,0.0,,,
8,0.0,,97100.0,0.0,186800.0,25000.0,211800.0,0.0,0.0,-381700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82000.0,0.0,-271000.0,0.0,0.0,0.0,2600.0,9400.0,0.0,-22800.0,0.0,0.0,,,2015,RCAT,,,0.0,,,
0,-58127000.0,0.0,-7052600.0,-33489200.0,-8320000.0,0.0,-41809200.0,112778100.0,0.0,-47073900.0,,570800.0,0.0,19417100.0,0.0,13663800.0,-13400.0,-93361100.0,45801100.0,21007700.0,-33476900.0,0.0,0.2691,20722200.0,14526300.0,0.0,-67753000.0,20729800.0,-1394600.0,,-8231300.0,2022,ZENV,,-4806700.0,-5909600.0,,,
1,-60567200.0,0.0,-5376700.0,-26331300.0,8482800.0,191110100.0,173261600.0,11114100.0,412700.0,-8272900.0,,198100.0,0.0,107887400.0,191110100.0,-9859600.0,-8458000.0,96773300.0,-3919300.0,-18022300.0,-1298000.0,191110100.0,-0.3114,6664700.0,7621600.0,412700.0,-65049800.0,3975100.0,-1101800.0,,-2495400.0,2021,ZENV,,6583700.0,-3592000.0,,,
2,-8796700.0,0.0,-1130200.0,7063300.0,4974700.0,7058500.0,12038100.0,2394300.0,0.0,-4157600.0,,0.0,0.0,11635900.0,0.0,3191100.0,-5103800.0,9241600.0,5976400.0,8951700.0,206600.0,0.0,0.0727,10102200.0,5293700.0,0.0,-11948700.0,9425100.0,-920900.0,,-2437600.0,2020,ZENV,,200400.0,-1351800.0,,,
3,-472000.0,-17166800.0,-1578000.0,3944200.0,3833200.0,0.0,-13906600.0,0.0,0.0,3509500.0,,0.0,0.0,0.0,0.0,0.0,-3684900.0,-9717700.0,0.0,6705400.0,0.0,0.0,0.0727,-250200.0,4764800.0,0.0,-2516500.0,0.0,0.0,,0.0,2019,ZENV,,0.0,0.0,,,
4,0.0,-631800.0,1514900.0,3576900.0,-1177700.0,0.0,-1809500.0,0.0,0.0,5433100.0,,0.0,0.0,0.0,0.0,0.0,-1319400.0,6021400.0,0.0,10817800.0,0.0,0.0,0.0727,-2357000.0,3969300.0,0.0,-2986900.0,0.0,0.0,,0.0,2018,ZENV,,0.0,0.0,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2017,ZENV,,0.0,0.0,,,
0,-4484000.0,,-1594000.0,-517000.0,-57000.0,-756000.0,-1330000.0,18966000.0,0.0,-10433000.0,,4566000.0,0.0,6904000.0,-756000.0,-2665000.0,-26000.0,-12062000.0,5319000.0,-4999000.0,-517000.0,-756000.0,-0.1368,-1045000.0,2780000.0,0.0,-5733000.0,-1045000.0,-72000.0,,-1177000.0,2022,AEYE,,,,,0.0,
1,-53000.0,,34000.0,-622000.0,-81000.0,17178000.0,16475000.0,9095000.0,0.0,-14209000.0,,7616000.0,0.0,18966000.0,17178000.0,1058000.0,-288000.0,9871000.0,6395000.0,-4980000.0,-622000.0,17178000.0,-0.238,1312000.0,1776000.0,0.0,-1624000.0,1312000.0,-82000.0,,-1489000.0,2021,AEYE,,,,,0.0,
2,0.0,,437000.0,4533000.0,1239000.0,9088000.0,10327000.0,1972000.0,0.0,-7158000.0,,4138000.0,0.0,9095000.0,9088000.0,-454000.0,-2106000.0,7123000.0,4146000.0,-1906000.0,0.0,9088000.0,-0.0323,1215000.0,1560000.0,0.0,-1298000.0,1215000.0,-1157000.0,,-1298000.0,2020,AEYE,,,,,0.0,
3,0.0,,1871000.0,1440700.0,-47000.0,2257000.0,2210000.0,5742000.0,0.0,-7783000.0,,1216000.0,0.0,1972000.0,2257000.0,-223000.0,-2959000.0,-3770000.0,1130000.0,-5617000.0,0.0,2257000.0,-0.0436,879100.0,1259000.0,0.0,-363000.0,865000.0,-56000.0,,-307000.0,2019,AEYE,,,,,0.0,
4,0.0,,1516100.0,1372600.0,210800.0,5640000.0,5850800.0,1960400.0,0.0,-5019900.0,,825500.0,0.0,5741500.0,5640000.0,1452100.0,-66600.0,3781100.0,1093600.0,-1643900.0,0.0,5640000.0,-0.096,11600.0,830300.0,0.0,-425800.0,2600.0,-10900.0,,-414900.0,2018,AEYE,,,,,0.0,
5,0.0,,799200.0,2865700.0,838700.0,1760000.0,2598700.0,1409400.0,0.0,-5607800.0,,1750600.0,0.0,1960400.0,1760000.0,580600.0,-64400.0,551000.0,2003200.0,-1622700.0,0.0,1760000.0,-0.1018,-160200.0,1401300.0,0.0,-425000.0,-154200.0,-41200.0,,-383800.0,2017,AEYE,,,,,0.0,
6,0.0,,362200.0,6224400.0,-24000.0,2129100.0,2105100.0,1687300.0,0.0,-9578600.0,,1085600.0,0.0,1409400.0,2129100.0,443700.0,-21900.0,-277800.0,5624100.0,-2340300.0,0.0,2129100.0,-0.1154,151900.0,1170500.0,0.0,-42600.0,103400.0,0.0,,-42600.0,2016,AEYE,,,,,0.0,
7,0.0,,-13800.0,1175000.0,2472000.0,2118900.0,5765900.0,1672900.0,0.0,-7209100.0,,1075700.0,0.0,1687300.0,2118900.0,-406700.0,248900.0,14400.0,1580100.0,-5474500.0,0.0,368900.0,0.0902,0.0,561200.0,0.0,-277100.0,-641800.0,-233400.0,,-277100.0,2015,AEYE,,,,,1750000.0,
8,0.0,,33200.0,0.0,-213000.0,6326700.0,6113700.0,1847000.0,-50000.0,-9750800.0,,1844000.0,0.0,1672900.0,6326700.0,615200.0,211600.0,-174100.0,2916800.0,-5801600.0,0.0,6326700.0,-0.0634,0.0,417200.0,-50000.0,-486200.0,370400.0,-388100.0,,-436200.0,2014,AEYE,,,,,0.0,
9,0.0,,-54800.0,0.0,538500.0,2706700.0,3245200.0,11700.0,0.0,-2882600.0,,1241100.0,0.0,1847000.0,2706700.0,-148500.0,-669200.0,1835300.0,1260600.0,-1398400.0,0.0,2706700.0,-0.1228,0.0,372100.0,0.0,-11500.0,575500.0,0.0,,-11500.0,2013,AEYE,,,,,0.0,
0,146700.0,,137700.0,-300000.0,7318700.0,3212900.0,10231600.0,5767300.0,,-24230200.0,0.0,8870200.0,0.0,3237100.0,3212900.0,-766500.0,-235000.0,-2530200.0,10856700.0,-12794400.0,-299500.0,3212900.0,0.3409,-669300.0,1345700.0,,-182300.0,,-23200.0,,-6300.0,2022,AUID,,-53100.0,0.0,268000.0,,
1,0.0,,369500.0,485800.0,-45200.0,10646300.0,11086800.0,3506200.0,,-17665800.0,9700.0,6702800.0,0.0,5767300.0,10646300.0,946700.0,-92900.0,2261100.0,6562400.0,-8761600.0,350600.0,10646300.0,-0.0154,660400.0,1395200.0,,-116700.0,,-90000.0,,-26700.0,2021,AUID,,64200.0,0.0,-11600.0,,
2,0.0,,324600.0,381000.0,-40200.0,7835400.0,8176200.0,567100.0,,-11298600.0,-109200.0,823600.0,0.0,3765300.0,7835400.0,1418000.0,45300.0,3198200.0,3509800.0,-4668500.0,-276700.0,7835400.0,0.0043,1157400.0,1702300.0,,-299400.0,,0.0,,-22700.0,2020,AUID,,-10100.0,0.0,0.0,,
3,0.0,,197100.0,3068700.0,376800.0,2928300.0,3305100.0,4972300.0,,-10500400.0,-18800.0,1246000.0,0.0,567100.0,2928300.0,586300.0,-5800.0,-4405300.0,2958900.0,-6055100.0,-1604200.0,2928300.0,0.0,413800.0,900100.0,,-1631500.0,,-27400.0,,0.0,2019,AUID,,-23800.0,0.0,0.0,,
4,0.0,,-151900.0,3088900.0,-1027400.0,9610800.0,7924500.0,0.0,,-10027600.0,-1500.0,0.0,0.0,0.0,0.0,0.0,73600.0,558500.0,0.0,-5950400.0,-658900.0,0.0,0.0,-84500.0,493700.0,,-1379000.0,,0.0,,0.0,2018,AUID,,0.0,0.0,0.0,,
5,0.0,,-328200.0,11046900.0,2158400.0,9028700.0,11187100.0,0.0,,0.0,-354200.0,0.0,0.0,0.0,0.0,0.0,10500.0,3724700.0,0.0,-6541200.0,0.0,0.0,0.0,90400.0,475200.0,,-907700.0,,0.0,,0.0,2017,AUID,,0.0,0.0,0.0,,
6,0.0,,366400.0,5001600.0,2851200.0,1129800.0,3751500.0,0.0,,-9851400.0,-190500.0,0.0,0.0,0.0,0.0,0.0,711500.0,339200.0,0.0,-3789000.0,-264600.0,0.0,0.0,-248100.0,421500.0,,119700.0,,0.0,,0.0,2016,AUID,,0.0,0.0,0.0,,
0,,,-1640700.0,10648100.0,3750000.0,3074300.0,17472400.0,14863300.0,0.0,-19436500.0,-1773800.0,4175000.0,0.0,10333600.0,3074300.0,-3351700.0,-1420800.0,-4529700.0,4662900.0,-17354100.0,-1421400.0,3074300.0,-0.0783,824800.0,771200.0,0.0,-4648000.0,658700.0,-2683000.0,,-543600.0,2022,KULR,,,0.0,,0.0,
1,,,-192700.0,-365000.0,-2450000.0,18341100.0,15526100.0,8880100.0,0.0,-11911200.0,-445500.0,4200100.0,0.0,14863300.0,18341100.0,434500.0,-80800.0,5983200.0,4475000.0,-6805700.0,-2154000.0,11841100.0,-0.0541,768200.0,195900.0,0.0,-2737200.0,385300.0,-383300.0,,-200000.0,2021,KULR,,,0.0,,6500000.0,
2,,,-407100.0,-905100.0,2951000.0,9501700.0,11547600.0,108900.0,0.0,-2850100.0,-28400.0,343900.0,0.0,8880100.0,9501700.0,-745100.0,-26300.0,8771300.0,347400.0,-2730300.0,0.0,9501700.0,-0.0724,-12000.0,517500.0,0.0,-46100.0,-271300.0,-46100.0,,0.0,2020,KULR,,,0.0,,0.0,
3,,,26400.0,220700.0,0.0,1067300.0,1067300.0,229900.0,0.0,-1979800.0,-17600.0,220600.0,0.0,108900.0,1067300.0,553400.0,82100.0,-121000.0,220700.0,-1188300.0,0.0,898300.0,-0.0009,231600.0,17300.0,0.0,0.0,230900.0,0.0,,0.0,2019,KULR,,,0.0,,169000.0,
4,,,60600.0,437700.0,0.0,709900.0,709900.0,895800.0,0.0,-2058200.0,9600.0,457700.0,0.0,229900.0,709900.0,246100.0,39600.0,-665900.0,437700.0,-1359100.0,0.0,679000.0,-0.0011,65000.0,15300.0,0.0,-16600.0,81000.0,-16600.0,,0.0,2018,KULR,,,0.0,,30900.0,
5,,,814600.0,598200.0,0.0,0.0,0.0,9100.0,85000.0,-2424500.0,-800.0,598200.0,0.0,895800.0,0.0,811700.0,-144900.0,886700.0,598200.0,-1005800.0,1859300.0,0.0,-0.0066,142900.0,8800.0,85000.0,1892400.0,0.0,-51800.0,,0.0,2017,KULR,,,0.0,,0.0,
6,,,-7500.0,35900.0,0.0,550000.0,550000.0,0.0,0.0,-822300.0,7400.0,0.0,0.0,0.0,0.0,0.0,-5800.0,-129700.0,0.0,-594700.0,-85000.0,0.0,-0.0066,0.0,700.0,0.0,-85000.0,0.0,0.0,,0.0,2016,KULR,,,0.0,,0.0,
0,-3020000.0,,1161000.0,29351000.0,-25981000.0,67146000.0,41165000.0,5493000.0,0.0,-37943000.0,-5342000.0,10750000.0,0.0,26175000.0,67146000.0,-6420000.0,-2966000.0,20682000.0,27727000.0,-4894000.0,0.0,67146000.0,0.596,-431000.0,11742000.0,,-15601000.0,1158000.0,-12581000.0,0.0,,2023,QMCO,,12000.0,,,,
1,-7808000.0,,-12078000.0,19622000.0,18395000.0,1762000.0,20157000.0,33137000.0,0.0,-32280000.0,-16469000.0,13829000.0,0.0,5493000.0,1762000.0,-30488000.0,3651000.0,-27644000.0,17208000.0,-33728000.0,0.0,1762000.0,0.7937,-3653000.0,11832000.0,,-14124000.0,-1939000.0,-6316000.0,0.0,,2022,QMCO,,51000.0,,,,
2,-2655000.0,,92000.0,-236000.0,-66527000.0,98091000.0,31328000.0,12270000.0,0.0,-35459000.0,-4955000.0,9624000.0,0.0,33137000.0,98091000.0,-3645000.0,-1625000.0,20867000.0,26339000.0,-767000.0,-236000.0,98091000.0,0.181,4837000.0,11998000.0,,-9586000.0,-1994000.0,-6931000.0,0.0,,2021,QMCO,,-108000.0,,,,
3,-1966000.0,,-15466000.0,-171000.0,1382000.0,0.0,1211000.0,16855000.0,0.0,-5210000.0,-14909000.0,6748000.0,0.0,12270000.0,0.0,-20943000.0,15237000.0,-4585000.0,16668000.0,-1181000.0,-171000.0,0.0,1.3246,-5037000.0,8304000.0,,-4599000.0,-768000.0,-2633000.0,0.0,,2020,QMCO,,-16000.0,,,,
4,0.0,,262000.0,-354000.0,16564000.0,0.0,16210000.0,17207000.0,0.0,-42797000.0,9548000.0,3409000.0,0.0,16855000.0,0.0,-12777000.0,8054000.0,-352000.0,31624000.0,-16859000.0,2943000.0,0.0,1.6209,-5285000.0,7091000.0,,235000.0,-25356000.0,-2708000.0,0.0,,2019,QMCO,,62000.0,,,,
5,0.0,,-1219000.0,-1822000.0,-11125000.0,1715000.0,-11232000.0,35912000.0,0.0,-43346000.0,-9373000.0,5394000.0,0.0,17207000.0,1715000.0,12772000.0,6510000.0,-18705000.0,19035000.0,-5032000.0,288000.0,1715000.0,0.9166,-4793000.0,6507000.0,,-2296000.0,21647000.0,-2584000.0,0.0,,2018,QMCO,,-145000.0,,,,
6,0.0,,-5142000.0,-737000.0,-8168000.0,1019000.0,-7886000.0,36658000.0,0.0,-2408000.0,423000.0,6698000.0,0.0,35912000.0,1019000.0,-10233000.0,-370000.0,-746000.0,14189000.0,8556000.0,48000.0,1019000.0,0.4814,140000.0,7008000.0,,-1433000.0,-5284000.0,-1481000.0,0.0,,2017,QMCO,,17000.0,,,,
7,0.0,,-13745000.0,-3176000.0,-18026000.0,2478000.0,-18724000.0,67948000.0,0.0,-76394000.0,5998000.0,8916000.0,0.0,33870000.0,2478000.0,-13494000.0,18043000.0,-34078000.0,14803000.0,-11720000.0,-139000.0,2478000.0,0.6134,-15610000.0,63365000.0,,-3621000.0,-8180000.0,-3482000.0,0.0,,2016,QMCO,,-13000.0,,,,
8,-517000.0,,-1478000.0,-2378000.0,-50000000.0,3737000.0,-48641000.0,99125000.0,15187000.0,17083000.0,-20698000.0,11583000.0,0.0,67948000.0,3737000.0,-26008000.0,-22554000.0,-31177000.0,1085000.0,6034000.0,-250000.0,3737000.0,0.2002,5873000.0,13874000.0,,11641000.0,12849000.0,-2779000.0,15187000.0,,2015,QMCO,,-211000.0,,,,
9,0.0,,9446000.0,-1880000.0,-1265000.0,4430000.0,1285000.0,68976000.0,-1118000.0,-21474000.0,16027000.0,13459000.0,0.0,99125000.0,4430000.0,10897000.0,-4770000.0,30149000.0,24802000.0,35474000.0,426000.0,4430000.0,0.3403,-3925000.0,21249000.0,,-6649000.0,-5881000.0,-5957000.0,-1118000.0,,2014,QMCO,,39000.0,,,,
0,-23647000.0,,-13364000.0,-1397000.0,33416000.0,32749000.0,64768000.0,53639000.0,0.0,-37431000.0,-28219000.0,15802000.0,0.0,38464000.0,32749000.0,-46872000.0,-68575000.0,-15175000.0,24803000.0,-50898000.0,-558000.0,32749000.0,0.0191,1589000.0,8602000.0,0.0,-28014000.0,61697000.0,-4367000.0,,0.0,2022,DZSI,,-1031000.0,,,,
1,-4459000.0,,-1615000.0,32871000.0,-42576000.0,66354000.0,23778000.0,54587000.0,0.0,-34683000.0,-23241000.0,8990000.0,0.0,53639000.0,66354000.0,-18394000.0,-6624000.0,-948000.0,34188000.0,-14326000.0,0.0,66354000.0,-0.0861,-6006000.0,4563000.0,0.0,-9483000.0,19092000.0,-5024000.0,,0.0,2021,DZSI,,-917000.0,,,,
2,0.0,,12879000.0,11645000.0,2294000.0,3685000.0,17624000.0,33635000.0,0.0,-23082000.0,-6916000.0,4613000.0,0.0,54587000.0,3685000.0,-4522000.0,-18782000.0,20952000.0,27376000.0,5064000.0,11645000.0,3685000.0,-0.0326,-2839000.0,5292000.0,0.0,-2270000.0,11136000.0,-2270000.0,,0.0,2020,DZSI,,534000.0,,,,
